iso_o,iso_d,dist
IND,MLT,5856.019
IND,MMR,2344.082
IND,MNG,3328.61
IND,MNP,7142.854
IND,MOZ,7723.632
IND,MRT,9359.748
IND,MSR,13363.98
IND,MTQ,13456.06
IND,MUS,5828.435
IND,MWI,6653.143
IND,MYS,3842.43
IND,NAM,8601.866
IND,NCL,11110.26
IND,NER,7865.206
IND,NFK,11579.63
IND,NGA,8087.981
IND,NIC,15167.33
IND,NIU,13199.16
IND,NLD,6363.421
IND,NOR,5991.679
IND,NPL,801.1843
IND,NRU,10016.05
IND,NZL,12761.04
IND,OMN,1936.222
IND,PAK,683.3699
IND,PAL,4106.997
IND,PAN,15161.38
IND,PCN,17300.15
IND,PER,16792.93
IND,PHL,4756.725
IND,PLW,6440.243
IND,PNG,8612.271
IND,POL,5269.833
IND,PRI,13478.86
IND,PRK,4581.175
IND,PRT,7782.462
IND,PRY,15567.39
IND,PYF,15119.57
IND,QAT,2570.834
IND,REU,5982.613
IND,ROM,4808.348
IND,RUS,4341.881
IND,RWA,6067.339
IND,SAU,3053.153
IND,SDN,4801.305
IND,SEN,9685.851
IND,SGP,4154.034
IND,SHN,10190.7
IND,SLB,9820.805
IND,SLE,9613.527
IND,SLV,15104.75
IND,SMR,5895.559
IND,SOM,4491.369
IND,SPM,10434.34
IND,STP,8109.307
IND,SUR,13657.92
IND,SVK,5511.714
IND,SVN,5718.953
IND,SWE,5574.222
IND,SWZ,7850.425
IND,SYC,4372.486
IND,SYR,3912.145
IND,TCA,13505.43
IND,TCD,6672.663
IND,TGO,8309.508
IND,THA,2919.706
IND,TJK,1356.548
IND,TKL,12520.43
IND,TKM,2031.17
IND,TMP,6638.415
IND,TON,12778.76
IND,TTO,13808.25
IND,TUN,6213.792
IND,TUR,4558.313
IND,TUV,11635.21
IND,TWN,4393.583
IND,TZA,5666.837
IND,UGA,5691.471
IND,UKR,4583.481
IND,URY,15606.99
IND,USA,11761.81
IND,UZB,1584.103
IND,VCT,13580.86
IND,VEN,14212.44
IND,VGB,13378.93
IND,VNM,3006.763
IND,VUT,11053.41
IND,WLF,12324.45
IND,WSM,11181.62
IND,YEM,3691.113
IND,YUG,5254.434
IND,ZAF,9310.96
IND,ZAR,7557.551
IND,ZMB,7197.28
IND,ZWE,7167.757
IRL,ABW,7174.017
IRL,AFG,6085.926
IRL,AGO,7160.81
IRL,AIA,6217.235
IRL,ALB,2355.755
IRL,AND,1335.314
IRL,ANT,7139.305
IRL,ARE,5925.424
IRL,ARG,11012.97
IRL,ARM,4037.116
IRL,ATG,6235.451
IRL,AUS,17230.5
IRL,AUT,1681.996
IRL,AZE,4381.887
IRL,BDI,7127.138
IRL,BEL,775.6281
IRL,BEN,5283.898
IRL,BFA,4581.37
IRL,BGD,8343.561
IRL,BGR,2475.312
IRL,BHR,5530.839
IRL,BHS,6564.065
IRL,BIH,2084.593
IRL,BLR,2209.153
IRL,BLZ,7997.718
IRL,BMU,5143.511
IRL,BOL,9750.777
IRL,BRA,9398.416
IRL,BRB,6463.397
IRL,BRN,11558.33
IRL,BTN,7970.409
IRL,BWA,9228.983
IRL,CAF,5901.244
IRL,CAN,5256.649
IRL,CCK,11997.31
IRL,CHE,1203.958
IRL,CHL,11481.75
IRL,CHN,8290.863
IRL,CIV,5348.089
IRL,CMR,5742.18
IRL,COG,6715.125
IRL,COK,15808.42
IRL,COL,8208.013
IRL,COM,8618.9
IRL,CPV,4535.513
IRL,CRI,8318.671
IRL,CUB,7067.249
IRL,CXR,12397.68
IRL,CYM,7324.933
IRL,CYP,3680.572
IRL,CZE,1465.218
IRL,DEU,920.8693
IRL,DJI,6364.348
IRL,DMA,6372.168
IRL,DNK,1240.498
IRL,DOM,6626.995
IRL,DZA,1971.189
IRL,ECU,8870.662
IRL,EGY,3977.057
IRL,ERI,5765.494
IRL,ESH,2968.016
IRL,ESP,1450.236
IRL,EST,2005.127
IRL,ETH,6359.83
IRL,FIN,2028.749
IRL,FJI,16095.36
IRL,FLK,12638.35
IRL,FRA,778.2031
IRL,FRO,966.9291
IRL,FSM,13170.81
IRL,GAB,6068.749
IRL,GBR,460.4115
IRL,GEO,3953.656
IRL,GHA,5346.226
IRL,GIB,1915.628
IRL,GIN,4950.194
IRL,GLP,6330.926
IRL,GMB,4531.215
IRL,GNB,4690.278
IRL,GNQ,5687.885
IRL,GRC,2855.222
IRL,GRD,6688.369
IRL,GRL,2811.185
IRL,GTM,8337.247
IRL,GUF,6812.327
IRL,GUY,6966.774
IRL,HKG,9862.015
IRL,HND,8167.567
IRL,HRV,1799.206
IRL,HTI,6790.078
IRL,HUN,1895.995
IRL,IDN,12078.58
IRL,IND,7084.429
IRL,IRL,99.71606
IRL,IRN,4825.965
IRL,IRQ,4542.015
IRL,ISL,1499.031
IRL,ISR,4019.906
IRL,ITA,1887.733
IRL,JAM,7135.895
IRL,JOR,4104.356
IRL,JPN,9599.005
IRL,KAZ,5904.554
IRL,KEN,7266.432
IRL,KGZ,5788.183
IRL,KHM,10337
IRL,KIR,13943.68
IRL,KNA,6277.999
IRL,KOR,8968.355
IRL,KWT,5098.006
IRL,LAO,9609.647
IRL,LBN,3920.219
IRL,LBR,5247.114
IRL,LBY,2762.375
IRL,LCA,6463.761
IRL,LKA,9142.171
IRL,LSO,9760.094
IRL,LTU,2052.635
IRL,LUX,953.1994
IRL,LVA,1954.941
IRL,MAC,9830.292
IRL,MAR,2148.598
IRL,MDA,2569.662
IRL,MDG,9539.774
IRL,MDV,8962.471
IRL,MEX,8484.521
IRL,MHL,13297.81
IRL,MKD,2407.447
IRL,MLI,4528.775
IRL,MLT,2525.637
IRL,MMR,9322.477
IRL,MNG,7125.949
IRL,MNP,11949.96
IRL,MOZ,9589.331
IRL,MRT,4005.086
IRL,MSR,6298.493
IRL,MTQ,6416.908
IRL,MUS,10199.39
IRL,MWI,8406.289
IRL,MYS,10912.11
IRL,NAM,8742.941
IRL,NCL,16521.2
IRL,NER,4490.43
IRL,NFK,17290.23
IRL,NGA,5292.041
IRL,NIC,8279.932
IRL,NIU,15963.86
IRL,NLD,756.7269
IRL,NOR,1267.015
IRL,NPL,7679.389
IRL,NRU,14123.37
IRL,NZL,19023.78
IRL,OMN,6275.79
IRL,PAK,6407.776
IRL,PAL,4045.708
IRL,PAN,8108.696
IRL,PCN,14454.09
IRL,PER,9864.613
IRL,PHL,10958.23
IRL,PLW,12339.13
IRL,PNG,14603.93
IRL,POL,1826.82
IRL,PRI,6394.433
IRL,PRK,8771.495
IRL,PRT,1639.821
IRL,PRY,10050.88
IRL,PYF,14946.37
IRL,QAT,5669.844
IRL,REU,10152.88
IRL,ROM,2541.149
IRL,RUS,2802.315
IRL,RWA,7013.002
IRL,SAU,5411.38
IRL,SDN,5390.59
IRL,SEN,4418.309
IRL,SGP,11217.8
IRL,SHN,7707.649
IRL,SLB,14997
IRL,SLE,5029.984
IRL,SLV,8332.558
IRL,SMR,1720.421
IRL,SOM,7398.606
IRL,SPM,3570.437
IRL,STP,6034.222
IRL,SUR,6883.448
IRL,SVK,1736.948
IRL,SVN,1689.878
IRL,SWE,1631.147
IRL,SWZ,9573.742
IRL,SYC,8620.5
IRL,SYR,4001.898
IRL,TCA,6459.006
IRL,TCD,4953.551
IRL,TGO,5294.815
IRL,THA,9868.662
IRL,TJK,5746.364
IRL,TKL,14936.11
IRL,TKM,5116.579
IRL,TMP,13454.59
IRL,TON,16330.81
IRL,TTO,6806.78
IRL,TUN,2234.848
IRL,TUR,2953.092
IRL,TUV,15019.84
IRL,TWN,9961.527
IRL,TZA,7942.938
IRL,UGA,6897.966
IRL,UKR,2517.525
IRL,URY,10937.32
IRL,USA,5117.716
IRL,UZB,5574.103
IRL,VCT,6553.755
IRL,VEN,7148.895
IRL,VGB,6295.921
IRL,VNM,9520.277
IRL,VUT,16045.37
IRL,WLF,15490.49
IRL,WSM,15630.29
IRL,YEM,6076.479
IRL,YUG,2150.128
IRL,ZAF,10002.28
IRL,ZAR,6724.171
IRL,ZMB,8337.604
IRL,ZWE,8690.213
IRN,ABW,11880.18
IRN,AFG,1620.826
IRN,AGO,6368.018
IRN,AIA,10898.14
IRN,ALB,2808.604
IRN,AND,4317.099
IRN,ANT,11822.42
IRN,ARE,1279.036
IRN,ARG,13803.13
IRN,ARM,789.0012
IRN,ATG,10879.84
IRN,AUS,12915.79
IRN,AUT,3184.971
IRN,AZE,540.446
IRN,BDI,4917.654
IRN,BEL,4088.119
IRN,BEN,5948.665
IRN,BFA,5904.722
IRN,BGD,3963.021
IRN,BGR,2535.911
IRN,BHR,1056.384
IRN,BHS,11389.24
IRN,BIH,2944.451
IRN,BLR,2743.775
IRN,BLZ,12808.51
IRN,BMU,9965.788
IRN,BOL,13733.43
IRN,BRA,12210.63
IRN,BRB,10990.39
IRN,BRN,7316.803
IRN,BTN,3718.382
IRN,BWA,7240.736
IRN,CAF,4841.891
IRN,CAN,9900.537
IRN,CCK,7177.292
IRN,CHE,3829.742
IRN,CHL,14801.26
IRN,CHN,5609.038
IRN,CIV,6583.36
IRN,CMR,5413.027
IRN,COG,5827.102
IRN,COK,16603.1
IRN,COL,12883.76
IRN,COM,5337.787
IRN,CPV,7708.384
IRN,CRI,13134.27
IRN,CUB,11884.67
IRN,CXR,7661.411
IRN,CYM,12150.88
IRN,CYP,1639.101
IRN,CZE,3371.025
IRN,DEU,3914.946
IRN,DJI,2805.605
IRN,DMA,10977.24
IRN,DNK,3676.836
IRN,DOM,11394.13
IRN,DZA,4301.69
IRN,ECU,13533.05
IRN,EGY,1983.482
IRN,ERI,2584.873
IRN,ESH,6102.09
IRN,ESP,4784.696
IRN,EST,3271.204
IRN,ETH,3226.597
IRN,FIN,3314.919
IRN,FJI,14495.13
IRN,FLK,14312.93
IRN,FRA,4218.442
IRN,FRO,4929.806
IRN,FSM,11061.78
IRN,GAB,5853.524
IRN,GBR,4408.013
IRN,GEO,884.7406
IRN,GHA,6243.94
IRN,GIB,5043.064
IRN,GIN,7340.141
IRN,GLP,10954.63
IRN,GMB,7177.531
IRN,GNB,7186.015
IRN,GNQ,5633.172
IRN,GRC,2472.031
IRN,GRD,11240.25
IRN,GRL,7081.138
IRN,GTM,13149.46
IRN,GUF,10928.58
IRN,GUY,11313.54
IRN,HKG,6183.557
IRN,HND,12992.17
IRN,HRV,3165.452
IRN,HTI,11579.58
IRN,HUN,2971.412
IRN,IDN,7411.062
IRN,IND,2544.592
IRN,IRL,4825.965
IRN,IRN,482.8648
IRN,IRQ,692.3853
IRN,ISL,5704.068
IRN,ISR,1588.699
IRN,ITA,3417.937
IRN,JAM,11949.3
IRN,JOR,1490.043
IRN,JPN,7672.881
IRN,KAZ,2338.088
IRN,KEN,4383.183
IRN,KGZ,2143.214
IRN,KHM,5987.405
IRN,KIR,12731.24
IRN,KNA,10939.37
IRN,KOR,6562.448
IRN,KWT,774.919
IRN,LAO,5384.423
IRN,LBN,1468.833
IRN,LBR,7105.119
IRN,LBY,3520.044
IRN,LCA,11037.53
IRN,LKA,4317.383
IRN,LSO,7655.562
IRN,LTU,2912.958
IRN,LUX,3946.802
IRN,LVA,3124.783
IRN,MAC,6130.161
IRN,MAR,5246.054
IRN,MDA,2258.186
IRN,MDG,6083.683
IRN,MDV,4172.578
IRN,MEX,13163.93
IRN,MHL,12145.54
IRN,MKD,2676.817
IRN,MLI,6446.11
IRN,MLT,3311.587
IRN,MMR,4882.675
IRN,MNG,4688.8
IRN,MNP,9417.479
IRN,MOZ,7140.394
IRN,MRT,6836.578
IRN,MSR,10942.32
IRN,MTQ,11003.54
IRN,MUS,6247.064
IRN,MWI,5827.589
IRN,MYS,6300.096
IRN,NAM,7422.23
IRN,NCL,13646.07
IRN,NER,5496.355
IRN,NFK,14123.62
IRN,NGA,5865.177
IRN,NIC,13105.61
IRN,NIU,15587.2
IRN,NLD,4071.167
IRN,NOR,3959.594
IRN,NPL,3311.251
IRN,NRU,12330.92
IRN,NZL,15205.97
IRN,OMN,1510
IRN,PAK,1994.771
IRN,PAL,1638.799
IRN,PAN,12887.47
IRN,PCN,18845.18
IRN,PER,14253.49
IRN,PHL,7238.671
IRN,PLW,8915.089
IRN,PNG,11142.46
IRN,POL,3020.916
IRN,PRI,11120.53
IRN,PRK,6400.034
IRN,PRT,5280.981
IRN,PRY,13276.36
IRN,PYF,17141.34
IRN,QAT,1159.406
IRN,REU,6306.476
IRN,ROM,2354.145
IRN,RUS,2466.589
IRN,RWA,4737.719
IRN,SAU,1305.311
IRN,SDN,2922.71
IRN,SEN,7178.891
IRN,SGP,6615.604
IRN,SHN,8312.633
IRN,SLB,12299.84
IRN,SLE,7186.975
IRN,SLV,13153.38
IRN,SMR,3420.232
IRN,SOM,3795.68
IRN,SPM,8369.13
IRN,STP,6076.513
IRN,SUR,11120.46
IRN,SVK,3125.928
IRN,SVN,3281.955
IRN,SWE,3566.229
IRN,SWZ,7222.979
IRN,SYC,4505.095
IRN,SYR,1404.538
IRN,TCA,11259.33
IRN,TCD,4494.895
IRN,TGO,6064.051
IRN,THA,5458.478
IRN,TJK,1577.358
IRN,TKL,14732.62
IRN,TKM,669.2072
IRN,TMP,9169.043
IRN,TON,15238.53
IRN,TTO,11325.44
IRN,TUN,3672.809
IRN,TUR,2044.678
IRN,TUV,13949.12
IRN,TWN,6695.339
IRN,TZA,4899.717
IRN,UGA,4390.246
IRN,UKR,2349.756
IRN,URY,13618.07
IRN,USA,9865.231
IRN,UZB,1666.445
IRN,VCT,11117.09
IRN,VEN,11775.83
IRN,VGB,11002.35
IRN,VNM,5502.821
IRN,VUT,13559.77
IRN,WLF,14672.55
IRN,WSM,13634.44
IRN,YEM,2366.751
IRN,YUG,2797.908
IRN,ZAF,8471.103
IRN,ZAR,5828.527
IRN,ZMB,6192.83
IRN,ZWE,6330.687
IRQ,ABW,11426.34
IRQ,AFG,2285.353
IRQ,AGO,5736.821
IRQ,AIA,10443.62
IRQ,ALB,2343.134
IRQ,AND,3861.061
IRQ,ANT,11358.42
IRQ,ARE,1384.182
IRQ,ARG,13110.86
IRQ,ARM,762.4228
IRQ,ATG,10411.01
IRQ,AUS,13400.57
IRQ,AUT,2861.764
IRQ,AZE,920.6127
IRQ,BDI,4383.365
IRQ,BEL,3775.806
IRQ,BEN,5256.437
IRQ,BFA,5219.413
IRQ,BGD,4580.394
IRQ,BGR,2116.158
IRQ,BHR,994.0488
IRQ,BHS,11076.64
IRQ,BIH,2532.28
IRQ,BLR,2645.086
IRQ,BLZ,12530.22
IRQ,BMU,9627.717
IRQ,BOL,13093.28
IRQ,BRA,11520.45
IRQ,BRB,10482.89
IRQ,BRN,7908.381
IRQ,BTN,4362.531
IRQ,BWA,6755.688
IRQ,CAF,4188.94
IRQ,CAN,9743.38
IRQ,CCK,7539.823
IRQ,CHE,3451.758
IRQ,CHL,14111.23
IRQ,CHN,6298.444
IRQ,CIV,5891.865
IRQ,CMR,4735.909
IRQ,COG,5189.397
IRQ,COK,17295.46
IRQ,COL,12404.24
IRQ,COM,5009.993
IRQ,CPV,7077.781
IRQ,CRI,12759.68
IRQ,CUB,11595.94
IRQ,CXR,8104.211
IRQ,CYM,11825.51
IRQ,CYP,1039.011
IRQ,CZE,3078.955
IRQ,DEU,3621.25
IRQ,DJI,2422.435
IRQ,DMA,10493.41
IRQ,DNK,3488.823
IRQ,DOM,10981.2
IRQ,DZA,3764.323
IRQ,ECU,13039.68
IRQ,EGY,1299.8
IRQ,ERI,2079.921
IRQ,ESH,5513.046
IRQ,ESP,4304.903
IRQ,EST,3244.771
IRQ,ETH,2763.143
IRQ,FIN,3302.353
IRQ,FJI,15164.95
IRQ,FLK,13665.24
IRQ,FRA,3867.434
IRQ,FRO,4790.051
IRQ,FSM,11752.06
IRQ,GAB,5179.291
IRQ,GBR,4099.578
IRQ,GEO,933.6686
IRQ,GHA,5551.559
IRQ,GIB,4514.365
IRQ,GIN,6670.748
IRQ,GLP,10477.43
IRQ,GMB,6523.315
IRQ,GNB,6523.817
IRQ,GNQ,4950.193
IRQ,GRC,1937.829
IRQ,GRD,10736.58
IRQ,GRL,7000.478
IRQ,GTM,12867.65
IRQ,GUF,10341.16
IRQ,GUY,10759.87
IRQ,HKG,6851.467
IRQ,HND,12676.13
IRQ,HRV,2787.156
IRQ,HTI,11183.42
IRQ,HUN,2646.763
IRQ,IDN,7891.085
IRQ,IND,3158.917
IRQ,IRL,4542.015
IRQ,IRN,692.3853
IRQ,IRQ,248.6625
IRQ,ISL,5585.091
IRQ,ISR,915.5681
IRQ,ITA,2952.038
IRQ,JAM,11579.52
IRQ,JOR,811.1159
IRQ,JPN,8356.103
IRQ,KAZ,3023.926
IRQ,KEN,3934.419
IRQ,KGZ,2828.952
IRQ,KHM,6577.496
IRQ,KIR,13423.52
IRQ,KNA,10476.35
IRQ,KOR,7250.941
IRQ,KWT,559.5186
IRQ,LAO,6005.213
IRQ,LBN,830.0121
IRQ,LBR,6420.608
IRQ,LBY,2911.806
IRQ,LCA,10542.97
IRQ,LKA,4685.767
IRQ,LSO,7198.085
IRQ,LTU,2806.063
IRQ,LUX,3615.659
IRQ,LVA,3049.073
IRQ,MAC,6797.117
IRQ,MAR,4698.688
IRQ,MDA,2010.797
IRQ,MDG,5818.949
IRQ,MDV,4427.613
IRQ,MEX,13004.59
IRQ,MHL,12835.93
IRQ,MKD,2232.082
IRQ,MLI,5771.288
IRQ,MLT,2742.872
IRQ,MMR,5470.465
IRQ,MNG,5361.125
IRQ,MNP,10107.09
IRQ,MOZ,6718.12
IRQ,MRT,6200.922
IRQ,MSR,10472.53
IRQ,MTQ,10513.41
IRQ,MUS,6114.136
IRQ,MWI,5383.859
IRQ,MYS,6816.02
IRQ,NAM,6864.182
IRQ,NCL,14266.34
IRQ,NER,4808.685
IRQ,NFK,14701.57
IRQ,NGA,5173.203
IRQ,NIC,12766.17
IRQ,NIU,16274.32
IRQ,NLD,3788.199
IRQ,NOR,3841.523
IRQ,NPL,3944.616
IRQ,NRU,13020.63
IRQ,NZL,15630.56
IRQ,OMN,1757.439
IRQ,PAK,2655.295
IRQ,PAL,959.5712
IRQ,PAN,12469.77
IRQ,PCN,18971.15
IRQ,PER,13668.45
IRQ,PHL,7892.987
IRQ,PLW,9573.9
IRQ,PNG,11771.09
IRQ,POL,2820.019
IRQ,PRI,10685.02
IRQ,PRK,7086.92
IRQ,PRT,4790.26
IRQ,PRY,12591.17
IRQ,PYF,17786.72
IRQ,QAT,1132.564
IRQ,REU,6145.161
IRQ,ROM,2002.218
IRQ,RUS,2548.646
IRQ,RWA,4204.967
IRQ,SAU,992.6879
IRQ,SDN,2313.328
IRQ,SEN,6531.234
IRQ,SGP,7130.822
IRQ,SHN,7638.927
IRQ,SLB,12960.56
IRQ,SLE,6510.54
IRQ,SLV,12851.6
IRQ,SMR,2993.958
IRQ,SOM,3484.976
IRQ,SPM,8112.442
IRQ,STP,5396.282
IRQ,SUR,10549.32
IRQ,SVK,2805.803
IRQ,SVN,2904.133
IRQ,SWE,3482.933
IRQ,SWZ,6788.252
IRQ,SYC,4382.75
IRQ,SYR,754.0751
IRQ,TCA,10876.94
IRQ,TCD,3807.33
IRQ,TGO,5371.69
IRQ,THA,6043.758
IRQ,TJK,2269.183
IRQ,TKL,15423.81
IRQ,TKM,1360.605
IRQ,TMP,9728.181
IRQ,TON,15909.91
IRQ,TTO,10811.33
IRQ,TUN,3123.909
IRQ,TUR,1614.773
IRQ,TUV,14640.17
IRQ,TWN,7379.546
IRQ,TZA,4505.155
IRQ,UGA,3876.381
IRQ,UKR,2216.237
IRQ,URY,12926.2
IRQ,USA,9651.111
IRQ,UZB,2354.829
IRQ,VCT,10618.36
IRQ,VEN,11289.88
IRQ,VGB,10558.18
IRQ,VNM,6149.156
IRQ,VUT,14208.24
IRQ,WLF,15362.24
IRQ,WSM,14305.46
IRQ,YEM,1996.067
IRQ,YUG,2417.808
IRQ,ZAF,7963.544
IRQ,ZAR,5191.4
IRQ,ZMB,5696.526
IRQ,ZWE,5869.717
ISL,ABW,6827.22
ISL,AFG,6658.555
ISL,AGO,8642.954
ISL,AIA,5965.551
ISL,ALB,3675.061
ISL,AND,2833.952
ISL,ANT,6827.308
ISL,ARE,6924.49
ISL,ARG,11455.87
ISL,ARM,4948.93
ISL,ATG,6032.662
ISL,AUS,16632.49
ISL,AUT,2891.521
ISL,AZE,5192.978
ISL,BDI,8606.376
ISL,BEL,2133.168
ISL,BEN,6717.261
ISL,BFA,5979.06
ISL,BGD,8667.603
ISL,BGR,3709.101
ISL,BHR,6572.002
ISL,BHS,5865.814
ISL,BIH,3376.985
ISL,BLR,2965.109
ISL,BLZ,7180.888
ISL,BMU,4597.727
ISL,BOL,9801.587
ISL,BRA,9991.34
ISL,BRB,6377.693
ISL,BRN,11562.25
ISL,BTN,8253.971
ISL,BWA,10727.62
ISL,CAF,7399.997
ISL,CAN,4197.29
ISL,CCK,12640.16
ISL,CHE,2617.349
ISL,CHL,11672.7
ISL,CHN,7889.944
ISL,CIV,6704.444
ISL,CMR,7229.908
ISL,COG,8207.706
ISL,COK,14335.17
ISL,COL,7847.765
ISL,COM,10036.69
ISL,CPV,5480.9
ISL,CRI,7689.322
ISL,CUB,6294.877
ISL,CXR,12815.16
ISL,CYM,6627.641
ISL,CYP,4882.096
ISL,CZE,2640.109
ISL,DEU,2189.024
ISL,DJI,7663.883
ISL,DMA,6208.246
ISL,DNK,2111.384
ISL,DOM,6201.79
ISL,DZA,3466.27
ISL,ECU,8492.541
ISL,EGY,5277.63
ISL,ERI,7091.708
ISL,ESH,4164.199
ISL,ESP,2894.701
ISL,EST,2454.359
ISL,ETH,7725.646
ISL,FIN,2424.555
ISL,FJI,14686.11
ISL,FLK,13262.8
ISL,FRA,2234.723
ISL,FRO,799.5668
ISL,FSM,12124.17
ISL,GAB,7543.328
ISL,GBR,1891.859
ISL,GEO,4824.93
ISL,GHA,6749.819
ISL,GIB,3312.355
ISL,GIN,6100.611
ISL,GLP,6147.544
ISL,GMB,5656.037
ISL,GNB,5839.949
ISL,GNQ,7163.272
ISL,GRC,4166.699
ISL,GRD,6560.435
ISL,GRL,1430.479
ISL,GTM,7519.979
ISL,GUF,7024.682
ISL,GUY,7001.517
ISL,HKG,9696.816
ISL,HND,7420.994
ISL,HRV,3089.354
ISL,HTI,6303.414
ISL,HUN,3077.932
ISL,IDN,12415.38
ISL,IND,7600.424
ISL,IRL,1499.031
ISL,IRN,5704.068
ISL,IRQ,5585.091
ISL,ISL,120.6064
ISL,ISR,5242.824
ISL,ITA,3307.978
ISL,JAM,6555.926
ISL,JOR,5310.568
ISL,JPN,8808.42
ISL,KAZ,6169.426
ISL,KEN,8696.037
ISL,KGZ,6101.94
ISL,KHM,10499.88
ISL,KIR,12634.76
ISL,KNA,6049.634
ISL,KOR,8396.076
ISL,KWT,6140.833
ISL,LAO,9746.758
ISL,LBN,5106.05
ISL,LBR,6496.945
ISL,LBY,4242.284
ISL,LCA,6328.745
ISL,LKA,9891.838
ISL,LSO,11258.62
ISL,LTU,2797.459
ISL,LUX,2319.428
ISL,LVA,2579.342
ISL,MAC,9677.973
ISL,MAR,3507.608
ISL,MDA,3584.765
ISL,MDG,10953.2
ISL,MDV,9862.516
ISL,MEX,7460.195
ISL,MHL,12021.81
ISL,MKD,3686.858
ISL,MLI,5832.153
ISL,MLT,3978.502
ISL,MMR,9614.751
ISL,MNG,6791.995
ISL,MNP,11139.82
ISL,MOZ,11084.82
ISL,MRT,5139.853
ISL,MSR,6092.008
ISL,MTQ,6270.987
ISL,MUS,11532.52
ISL,MWI,9884.74
ISL,MYS,11249.99
ISL,NAM,10225.81
ISL,NCL,15330.91
ISL,NER,5931.603
ISL,NFK,16064.32
ISL,NGA,6734.041
ISL,NIC,7577.314
ISL,NIU,14467.59
ISL,NLD,2022.635
ISL,NOR,1749.596
ISL,NPL,8049.588
ISL,NRU,12916.2
ISL,NZL,17586.27
ISL,OMN,7212.197
ISL,PAK,6921.042
ISL,PAL,5281.02
ISL,PAN,7591.665
ISL,PCN,13386.06
ISL,PER,9663.586
ISL,PHL,10716.95
ISL,PLW,11837.06
ISL,PNG,13890.71
ISL,POL,2773.481
ISL,PRI,6060.495
ISL,PRK,8208.667
ISL,PRT,2952.572
ISL,PRY,10423
ISL,PYF,13540
ISL,QAT,6708.179
ISL,REU,11509.39
ISL,ROM,3681.959
ISL,RUS,3316.138
ISL,RWA,8486.306
ISL,SAU,6536.563
ISL,SDN,6786.526
ISL,SEN,5522.141
ISL,SGP,11529.23
ISL,SHN,9019.867
ISL,SLB,13945.76
ISL,SLE,6231.901
ISL,SLV,7553.18
ISL,SMR,3109.966
ISL,SOM,8733.073
ISL,SPM,2845.831
ISL,STP,7492.204
ISL,SUR,7007.186
ISL,SVK,2932.617
ISL,SVN,2999.913
ISL,SWE,2138.135
ISL,SWZ,11071.24
ISL,SYC,9877.512
ISL,SYR,5179.806
ISL,TCA,5955.807
ISL,TCD,6452.578
ISL,TGO,6716.447
ISL,THA,10104.41
ISL,TJK,6249.547
ISL,TKL,13458.43
ISL,TKM,5824.609
ISL,TMP,13340.61
ISL,TON,14854.33
ISL,TTO,6703.802
ISL,TUN,3717.226
ISL,TUR,4123.079
ISL,TUV,13617.94
ISL,TWN,9608.036
ISL,TZA,9373.191
ISL,UGA,8352.069
ISL,UKR,3379.359
ISL,URY,11427.56
ISL,USA,4201.936
ISL,UZB,6017.923
ISL,VCT,6423.485
ISL,VEN,6907.352
ISL,VGB,6000.425
ISL,VNM,9550.313
ISL,VUT,14811.28
ISL,WLF,14034.57
ISL,WSM,14330.56
ISL,YEM,7332.6
ISL,YUG,3382.522
ISL,ZAF,11477.33
ISL,ZAR,8216.874
ISL,ZMB,9833.183
ISL,ZWE,10182.16
ISR,ABW,10635.04
ISR,AFG,3199.193
ISR,AGO,5096.148
ISR,AIA,9657.363
ISR,ALB,1680.884
ISR,AND,3140.696
ISR,ANT,10558.79
ISR,ARE,2099.993
ISR,ARG,12241.62
ISR,ARM,1254.709
ISR,ATG,9612.268
ISR,AUS,14191.52
ISR,AUT,2369.546
ISR,AZE,1637.058
ISR,BDI,3987.403
ISR,BEL,3245.262
ISR,BEN,4399.479
ISR,BFA,4317.814
ISR,BGD,5489.495
ISR,BGR,1551.37
ISR,BHR,1673.361
ISR,BHS,10422.33
ISR,BIH,1935.885
ISR,BLR,2490.736
ISR,BLZ,11894.94
ISR,BMU,8961.196
ISR,BOL,12179.65
ISR,BRA,10629.06
ISR,BRB,9651.229
ISR,BRN,8802.064
ISR,BTN,5277.549
ISR,BWA,6395.044
ISR,CAF,3513.058
ISR,CAN,9276.556
ISR,CCK,8256.738
ISR,CHE,2847.535
ISR,CHL,13218.19
ISR,CHN,7146.982
ISR,CIV,5010.83
ISR,CMR,3970.169
ISR,COG,4539.729
ISR,COK,18151.22
ISR,COL,11586.3
ISR,COM,4952.821
ISR,CPV,6169.818
ISR,CRI,12029.2
ISR,CUB,10960.7
ISR,CXR,8889.012
ISR,CYM,11150.82
ISR,CYP,365.6896
ISR,CZE,2614.886
ISR,DEU,3122.905
ISR,DJI,2436.266
ISR,DMA,9681.32
ISR,DNK,3141.281
ISR,DOM,10229.45
ISR,DZA,2948.794
ISR,ECU,12207.82
ISR,EGY,404.453
ISR,ERI,1910.357
ISR,ESH,4633.893
ISR,ESP,3546.182
ISR,EST,3132.21
ISR,ETH,2597.712
ISR,FIN,3203.884
ISR,FJI,16079.54
ISR,FLK,12928.02
ISR,FRA,3281.899
ISR,FRO,4445.961
ISR,FSM,12641.66
ISR,GAB,4420.29
ISR,GBR,3561.059
ISR,GEO,1394.227
ISR,GHA,4685.238
ISR,GIB,3698.091
ISR,GIN,5756.253
ISR,GLP,9671.084
ISR,GMB,5608.252
