iso_o,iso_d,dist
BIH,OMN,4289.591
BIH,PAK,4790.143
BIH,PAL,1961.115
BIH,PAN,9956.257
BIH,PCN,16502.08
BIH,PER,11383.25
BIH,PHL,9867.146
BIH,PLW,11467.85
BIH,PNG,13798.1
BIH,POL,952.2305
BIH,PRI,8180.604
BIH,PRK,8279.956
BIH,PRT,2362.739
BIH,PRY,10905.94
BIH,PYF,16893.9
BIH,QAT,3635.398
BIH,REU,8134.366
BIH,ROM,616.4865
BIH,RUS,1902.116
BIH,RWA,5227.875
BIH,SAU,3342.079
BIH,SDN,3422.361
BIH,SEN,4702.106
BIH,SGP,9550.247
BIH,SHN,7092.589
BIH,SLB,14704.52
BIH,SLE,4991.559
BIH,SLV,10323.71
BIH,SMR,476.5566
BIH,SOM,5360.335
BIH,SPM,5625.875
BIH,STP,4997.268
BIH,SUR,8256.805
BIH,SVK,488.4783
BIH,SVN,394.7473
BIH,SWE,1721.592
BIH,SWZ,7920.028
BIH,SYC,6547.067
BIH,SYR,1928.302
BIH,TCA,8348.369
BIH,TCD,3543.654
BIH,TGO,4515.544
BIH,THA,8331.858
BIH,TJK,4192.99
BIH,TKL,16023.77
BIH,TKM,3390.136
BIH,TMP,12050.02
BIH,TON,17207.64
BIH,TTO,8395.56
BIH,TUN,1047.015
BIH,TUR,918.6304
BIH,TUV,15678.22
BIH,TWN,9083.933
BIH,TZA,6022.585
BIH,UGA,5044.499
BIH,UKR,1166.276
BIH,URY,11560.27
BIH,USA,7188.323
BIH,UZB,4106.905
BIH,VCT,8179.613
BIH,VEN,8833.439
BIH,VGB,8060.089
BIH,VNM,8216.021
BIH,VUT,15984.86
BIH,WLF,16356.4
BIH,WSM,15834.28
BIH,YEM,3998.167
BIH,YUG,196.5349
BIH,ZAF,8659.077
BIH,ZAR,5370.103
BIH,ZMB,6679.17
BIH,ZWE,6986.591
BLR,ABW,9382.626
BLR,AFG,3880.9
BLR,AGO,7104.678
BLR,AIA,8426.104
BLR,ALB,1505.639
BLR,AND,2286.099
BLR,ANT,9348.457
BLR,ARE,3961.286
BLR,ARG,12819.34
BLR,ARM,1983.94
BLR,ATG,8442.194
BLR,AUS,15157.96
BLR,AUT,998.225
BLR,AZE,2246.74
BLR,BDI,6370.413
BLR,BEL,1601.903
BLR,BEN,5741.131
BLR,BFA,5285.822
BLR,BGD,6142.225
BLR,BGR,1282.432
BLR,BHR,3619.02
BLR,BHS,8696.791
BLR,BIH,1292.046
BLR,BLR,171.3729
BLR,BLZ,10084.88
BLR,BMU,7312.697
BLR,BOL,11861.14
BLR,BRA,11135.23
BLR,BRB,8655.216
BLR,BRN,9407.524
BLR,BTN,5778.131
BLR,BWA,8749.446
BLR,CAF,5564.564
BLR,CAN,7158.217
BLR,CCK,9835.226
BLR,CHE,1609.652
BLR,CHL,13471.03
BLR,CHN,6480.601
BLR,CIV,6106.147
BLR,CMR,5752.091
BLR,COG,6565.044
BLR,COK,16348.05
BLR,COL,10417.04
BLR,COM,7443.45
BLR,CPV,6175.745
BLR,CRI,10486.5
BLR,CUB,9171.404
BLR,CXR,10192.42
BLR,CYM,9463.383
BLR,CYP,2130.692
BLR,CZE,986.366
BLR,DEU,1405.056
BLR,DJI,4902.157
BLR,DMA,8575.217
BLR,DNK,977.0479
BLR,DOM,8828.438
BLR,DZA,2668.628
BLR,ECU,11079.69
BLR,EGY,2666.144
BLR,ERI,4400.213
BLR,ESH,4445.813
BLR,ESP,2762.7
BLR,EST,641.8873
BLR,ETH,5088.191
BLR,FIN,715.4365
BLR,FJI,15341.06
BLR,FLK,14152.85
BLR,FRA,1823.709
BLR,FRO,2186.06
BLR,FSM,11860.05
BLR,GAB,6179.061
BLR,GBR,1873.072
BLR,GEO,1861.348
BLR,GHA,5931.631
BLR,GIB,3204.334
BLR,GIN,6245.852
BLR,GLP,8535.94
BLR,GMB,5915.949
BLR,GNB,6014.616
BLR,GNQ,5830.222
BLR,GRC,1787.387
BLR,GRD,8885.326
BLR,GRL,4363.639
BLR,GTM,10426.04
BLR,GUF,8906.973
BLR,GUY,9125.049
BLR,HKG,7819.103
BLR,HND,10290.64
BLR,HRV,1217.08
BLR,HTI,8983.337
BLR,HUN,923.2194
BLR,IDN,9869.426
BLR,IND,4876.771
BLR,IRL,2209.153
BLR,IRN,2743.775
BLR,IRQ,2645.086
BLR,ISL,2965.109
BLR,ISR,2490.736
BLR,ITA,1732.921
BLR,JAM,9310.978
BLR,JOR,2528.375
BLR,JPN,8145.003
BLR,KAZ,3743.355
BLR,KEN,6196.777
BLR,KGZ,3612.088
BLR,KHM,8153.75
BLR,KIR,13118.28
BLR,KNA,8486.021
BLR,KOR,7292.729
BLR,KWT,3192.599
BLR,LAO,7439.534
BLR,LBN,2311.437
BLR,LBR,6307.776
BLR,LBY,2611.773
BLR,LCA,8663.007
BLR,LKA,7005.935
BLR,LSO,9256.383
BLR,LTU,169.5256
BLR,LUX,1539.179
BLR,LVA,406.3581
BLR,MAC,7780.761
BLR,MAR,3470.514
BLR,MDA,768.2014
BLR,MDG,8316.957
BLR,MDV,6913.969
BLR,MEX,10424.03
BLR,MHL,12442.21
BLR,MKD,1392.291
BLR,MLI,5540.518
BLR,MLT,2236.243
BLR,MMR,7121.368
BLR,MNG,5316.805
BLR,MNP,10385.29
BLR,MOZ,8897.043
BLR,MRT,5434.137
BLR,MSR,8505.302
BLR,MTQ,8617.761
BLR,MUS,8725.25
BLR,MWI,7571.855
BLR,MYS,8703.475
BLR,NAM,8563.76
BLR,NCL,15121.28
BLR,NER,5009.704
BLR,NFK,15823.22
BLR,NGA,5702.964
BLR,NIC,10422.15
BLR,NIU,15880.02
BLR,NLD,1512.952
BLR,NOR,1216.697
BLR,NPL,5474.927
BLR,NRU,13032.84
BLR,NZL,17451.06
BLR,OMN,4248.785
BLR,PAK,4198.98
BLR,PAL,2545.343
BLR,PAN,10302.39
BLR,PCN,16330.63
BLR,PER,12054.88
BLR,PHL,8932.395
BLR,PLW,10449.81
BLR,PNG,12786.62
BLR,POL,469.7038
BLR,PRI,8602.533
BLR,PRK,7096.564
BLR,PRT,3229.235
BLR,PRY,11956.53
BLR,PYF,15983.91
BLR,QAT,3753.36
BLR,REU,8737.934
BLR,ROM,1054.689
BLR,RUS,686.9657
BLR,RWA,6213.2
BLR,SAU,3623.12
BLR,SDN,4285.257
BLR,SEN,5849.814
BLR,SGP,9009.899
BLR,SHN,8384.225
BLR,SLB,13545.61
BLR,SLE,6217.991
BLR,SLV,10441.1
BLR,SMR,1549.646
BLR,SOM,5994.251
BLR,SPM,5654.302
BLR,STP,6270.079
BLR,SUR,9013.136
BLR,SVK,959.4427
BLR,SVN,1267.967
BLR,SWE,838.4113
BLR,SWZ,8931.217
BLR,SYC,7011.184
BLR,SYR,2369.231
BLR,TCA,8647.52
BLR,TCD,4769.266
BLR,TGO,5807.479
BLR,THA,7673.707
BLR,TJK,3537.34
BLR,TKL,14746.68
BLR,TKM,2937.212
BLR,TMP,11316.06
BLR,TON,15917.21
BLR,TTO,8999.005
BLR,TUN,2313.671
BLR,TUR,1430.575
BLR,TUV,14388.19
BLR,TWN,8042.205
BLR,TZA,6846.013
BLR,UGA,5974.743
BLR,UKR,433.5281
BLR,URY,12702.71
BLR,USA,7125.836
BLR,UZB,3370.359
BLR,VCT,8751.85
BLR,VEN,9355.841
BLR,VGB,8504.98
BLR,VNM,7388.299
BLR,VUT,14798.88
BLR,WLF,15064.43
BLR,WSM,14592.71
BLR,YEM,4520.732
BLR,YUG,1123.343
BLR,ZAF,9808.949
BLR,ZAR,6571.306
BLR,ZMB,7715.236
BLR,ZWE,7985.534
BLZ,ABW,2076.216
BLZ,AFG,13822.82
BLZ,AGO,11578.9
BLZ,AIA,2728.327
BLZ,ALB,10230.51
BLZ,AND,8757.089
BLZ,ANT,2212.179
BLZ,ARE,13913.64
BLZ,ARG,6604.474
BLZ,ARM,12023.53
BLZ,ATG,2865.189
BLZ,AUS,13821.95
BLZ,AUT,9671.175
BLZ,AZE,12330.6
BLZ,BDI,13113.72
BLZ,BEL,8756.743
BLZ,BEN,9945.657
BLZ,BFA,9314.739
BLZ,BGD,15478.96
BLZ,BGR,10423.07
BLZ,BHR,13507.03
BLZ,BHS,1476.303
BLZ,BIH,10009.97
BLZ,BLR,10084.88
BLZ,BLZ,56.99649
BLZ,BMU,2937.807
BLZ,BOL,4382.062
BLZ,BRA,6447.859
BLZ,BRB,3165.207
BLZ,BRN,16441.66
BLZ,BTN,15050.76
BLZ,BWA,13257.86
BLZ,CAF,11710.39
BLZ,CAN,3072.831
BLZ,CCK,19232.25
BLZ,CHE,9085.797
BLZ,CHL,5964.23
BLZ,CHN,13157.22
BLZ,CIV,9289.005
BLZ,CMR,10982.28
BLZ,COG,11646.96
BLZ,COK,8840.808
BLZ,COL,2050.216
BLZ,COM,14843.09
BLZ,CPV,6955.229
BLZ,CRI,953.8871
BLZ,CUB,935.6088
BLZ,CXR,18293.11
BLZ,CYM,817.3775
BLZ,CYP,11596.67
BLZ,CZE,9462.64
BLZ,DEU,8917.346
BLZ,DJI,13853.38
BLZ,DMA,2934.776
BLZ,DNK,9133.539
BLZ,DOM,2018.686
BLZ,DZA,9034.651
BLZ,ECU,2246.521
BLZ,EGY,11732.61
BLZ,ERI,13244.92
BLZ,ESH,7762.263
BLZ,ESP,8377.725
BLZ,EST,9630.034
BLZ,ETH,13574.81
BLZ,FIN,9603.916
BLZ,FJI,10888.17
BLZ,FLK,8237.494
BLZ,FRA,8664.439
BLZ,FRO,7916.197
BLZ,FSM,12189.25
BLZ,GAB,10877.43
BLZ,GBR,8433.086
BLZ,GEO,11925.78
BLZ,GHA,9680.811
BLZ,GIB,8322.905
BLZ,GIN,7919.192
BLZ,GLP,2887.689
BLZ,GMB,7711.701
BLZ,GNB,7859.985
BLZ,GNQ,10698.66
BLZ,GRC,10695.59
BLZ,GRD,2967.594
BLZ,GRL,5926.331
BLZ,GTM,341.2026
BLZ,GUF,4200.641
BLZ,GUY,3525.394
BLZ,HKG,14978.07
BLZ,HND,387.0416
BLZ,HRV,9746.067
BLZ,HTI,1749.858
BLZ,HUN,9886.722
BLZ,IDN,17940.17
BLZ,IND,14715.29
BLZ,IRL,7997.718
BLZ,IRN,12808.51
BLZ,IRQ,12530.22
BLZ,ISL,7180.888
BLZ,ISR,11894.94
BLZ,ITA,9645.203
BLZ,JAM,1275.64
BLZ,JOR,11994.43
BLZ,JPN,12236.8
BLZ,KAZ,13148.13
BLZ,KEN,13830.28
BLZ,KGZ,13130.43
BLZ,KHM,16491.24
BLZ,KIR,10826.28
BLZ,KNA,2770.339
BLZ,KOR,12882.87
BLZ,KWT,13079.66
BLZ,LAO,15920.88
BLZ,LBN,11840.02
BLZ,LBR,8540.287
BLZ,LBY,10054.34
BLZ,LCA,3000.247
BLZ,LKA,17072.61
BLZ,LSO,13457.43
BLZ,LTU,9915.579
BLZ,LUX,8914.693
BLZ,LVA,9727.402
BLZ,MAC,15009.21
BLZ,MAR,8230.373
BLZ,MDA,10563.94
BLZ,MDG,15417.12
BLZ,MDV,16957.76
BLZ,MEX,1122.146
BLZ,MHL,10833.73
BLZ,MKD,10322.06
BLZ,MLI,8643.993
BLZ,MLT,10048.05
BLZ,MMR,16210.7
BLZ,MNG,12620.17
BLZ,MNP,13043.7
BLZ,MOZ,13937.59
BLZ,MRT,7667.802
BLZ,MSR,2828.421
BLZ,MTQ,2978.427
BLZ,MUS,16471.69
BLZ,MWI,13892.99
BLZ,MYS,17492.15
BLZ,NAM,12332.82
BLZ,NCL,12210.32
BLZ,NER,9666.354
BLZ,NFK,12194.49
BLZ,NGA,10044.28
BLZ,NIC,629.8522
BLZ,NIU,9742.579
BLZ,NLD,8754.366
BLZ,NOR,8884.304
BLZ,NPL,14994.56
BLZ,NRU,11552.03
BLZ,NZL,11847.15
BLZ,OMN,14273.4
BLZ,PAK,14054.66
BLZ,PAL,11903.22
BLZ,PAN,1364.135
BLZ,PCN,6493.927
BLZ,PER,3509.392
BLZ,PHL,15213.29
BLZ,PLW,14545.01
BLZ,PNG,13937.52
BLZ,POL,9787.664
BLZ,PRI,2404.295
BLZ,PRK,12815.38
BLZ,PRT,7947.486
BLZ,PRY,5807.166
BLZ,PYF,7698.241
BLZ,QAT,13645.27
BLZ,REU,16260.04
BLZ,ROM,10529.46
BLZ,RUS,10496.35
BLZ,RWA,13143.37
BLZ,SAU,13329.91
BLZ,SDN,12635.5
BLZ,SEN,7597.768
BLZ,SGP,17550.76
BLZ,SHN,9830.799
BLZ,SLB,12572.89
BLZ,SLE,8207.063
BLZ,SLV,397.0646
BLZ,SMR,9565.114
BLZ,SOM,14566.26
BLZ,SPM,4439.415
BLZ,STP,10596.72
BLZ,SUR,3863.778
BLZ,SVK,9728.023
BLZ,SVN,9629.656
BLZ,SWE,9294.14
BLZ,SWZ,13795.54
BLZ,SYC,15895.82
BLZ,SYR,11925.4
BLZ,TCA,1913.306
BLZ,TCD,11042.18
BLZ,TGO,9829.999
BLZ,THA,16440.78
BLZ,TJK,13395.06
BLZ,TKL,9599.551
BLZ,TKM,13000.51
BLZ,TMP,16188.51
BLZ,TON,10344.69
BLZ,TTO,3033.61
BLZ,TUN,9649.26
BLZ,TUR,10920.21
BLZ,TUV,10506.64
BLZ,TWN,14291.23
BLZ,TZA,14285.41
BLZ,UGA,13324.26
BLZ,UKR,10462.06
BLZ,URY,6750.011
BLZ,USA,2979.495
BLZ,UZB,13141.06
BLZ,VCT,2991.535
BLZ,VEN,2472.849
BLZ,VGB,2564.058
BLZ,VNM,15487.46
BLZ,VUT,11915.41
BLZ,WLF,10182.26
BLZ,WSM,11450.43
BLZ,YEM,13729.43
BLZ,YUG,10113.87
BLZ,ZAF,12644.36
BLZ,ZAR,11656.18
BLZ,ZMB,13339.94
BLZ,ZWE,13679.1
BMU,ABW,2263.787
BMU,AFG,11177.66
BMU,AGO,9436.543
BMU,AIA,1577.063
BMU,ALB,7305.79
BMU,AND,5821.214
BMU,ANT,2287.614
BMU,ARE,11004.36
BMU,ARG,7482.4
BMU,ARM,9176.896
BMU,ATG,1714.225
BMU,AUS,16692.54
BMU,AUT,6788.318
BMU,AZE,9524.493
BMU,BDI,10604.15
BMU,BEL,5879.001
BMU,BEN,7507.109
BMU,BFA,6771.017
BMU,BGD,13265.16
BMU,BGR,7512.205
BMU,BHR,10590.29
BMU,BHS,1461.976
BMU,BIH,7096.668
BMU,BLR,7312.697
BMU,BLZ,2937.807
BMU,BMU,2.738241
BMU,BOL,5443.245
BMU,BRA,6507.205
BMU,BRB,2201.293
BMU,BRN,15889.74
BMU,BTN,12849.92
BMU,BWA,11518.6
BMU,CAF,9137.536
BMU,CAN,1792.637
BMU,CCK,17140.79
BMU,CHE,6175.986
BMU,CHL,7349.273
BMU,CHN,11995.19
BMU,CIV,6966.452
BMU,CMR,8501.704
BMU,COG,9336.812
BMU,COK,11703.87
BMU,COL,3259.694
BMU,COM,12398.04
BMU,CPV,4597.61
BMU,CRI,3176.587
BMU,CUB,2010.214
BMU,CXR,17410.71
BMU,CYM,2197.937
BMU,CYP,8669.941
BMU,CZE,6594.994
BMU,DEU,6050.847
BMU,DJI,10962.47
BMU,DMA,1923.442
BMU,DNK,6338.39
BMU,DOM,1614.941
BMU,DZA,6102.879
BMU,ECU,3896.823
BMU,EGY,8794.859
BMU,ERI,10345.7
BMU,ESH,4974.023
BMU,ESP,5440.475
BMU,EST,6944.348
BMU,ETH,10737.16
BMU,FIN,6933.864
BMU,FJI,13566.18
BMU,FLK,9373.81
BMU,FRA,5764.324
BMU,FRO,5232.327
BMU,FSM,13721.77
BMU,GAB,8514.151
BMU,GBR,5558.09
BMU,GEO,9096.984
BMU,GHA,7300.52
BMU,GIB,5402.56
BMU,GIN,5634.953
BMU,GLP,1840.429
BMU,GMB,5310.126
BMU,GNB,5496.824
BMU,GNQ,8253.034
BMU,GRC,7763.72
BMU,GRD,2273.679
BMU,GRL,3662.044
BMU,GTM,3264.164
BMU,GUF,3310.789
BMU,GUY,2923.867
BMU,HKG,13959.6
BMU,HND,3049.285
BMU,HRV,6841.428
BMU,HTI,1706.064
BMU,HUN,7003.594
BMU,IDN,16992.25
BMU,IND,12154.21
BMU,IRL,5143.511
BMU,IRN,9965.788
BMU,IRQ,9627.717
BMU,ISL,4597.727
BMU,ISR,8961.196
BMU,ITA,6714.033
BMU,JAM,1998.322
BMU,JOR,9061.946
BMU,JPN,12047.48
BMU,KAZ,10767.07
BMU,KEN,11186.44
BMU,KGZ,10696.65
BMU,KHM,15028.5
BMU,KIR,12890.46
BMU,KNA,1684.423
BMU,KOR,12169.14
BMU,KWT,10168.59
BMU,LAO,14279.3
BMU,LBN,8912.783
BMU,LBR,6285.241
BMU,LBY,7127.318
BMU,LCA,2071.573
BMU,LKA,14283.09
BMU,LSO,11899.88
BMU,LTU,7146.902
BMU,LUX,6026.278
BMU,LVA,6992.147
BMU,MAC,13957.75
BMU,MAR,5328.201
BMU,MDA,7707.618
BMU,MDG,13182.72
BMU,MDV,14043.43
BMU,MEX,3707.852
BMU,MHL,12658.42
BMU,MKD,7403.459
BMU,MLI,6160.57
BMU,MLT,7111.136
BMU,MMR,14206.39
BMU,MNG,11068.96
BMU,MNP,13825.5
BMU,MOZ,12172.49
BMU,MRT,5115.271
BMU,MSR,1755.672
BMU,MTQ,2005.765
BMU,MUS,14186.11
BMU,MWI,11640.55
BMU,MYS,15840.46
BMU,NAM,10624.18
BMU,NCL,14891.38
BMU,NER,7056.905
BMU,NFK,15020.48
BMU,NGA,7592.886
BMU,NIC,3142.941
BMU,NIU,12520.01
BMU,NLD,5895.736
BMU,NOR,6163.987
BMU,NPL,12644.61
BMU,NRU,13568.84
BMU,NZL,14780.62
BMU,OMN,11383.33
BMU,PAK,11470.84
BMU,PAL,8967.972
BMU,PAN,3008.393
BMU,PCN,9418.191
BMU,PER,5110.925
BMU,PHL,14776.02
BMU,PLW,15171.38
BMU,PNG,15886.12
BMU,POL,6965.845
BMU,PRI,1548.347
BMU,PRK,12023.14
BMU,PRT,5016.401
BMU,PRY,6449.886
BMU,PYF,10575.39
BMU,QAT,10727.45
BMU,REU,14028.73
BMU,ROM,7638.945
BMU,RUS,7813.284
BMU,RWA,10589.69
BMU,SAU,10396.75
BMU,SDN,9766.201
BMU,SEN,5168.87
BMU,SGP,16109.61
BMU,SHN,8267.58
BMU,SLB,14785.43
BMU,SLE,5919.711
BMU,SLV,3230.278
BMU,SMR,6642.948
BMU,SOM,11773.81
BMU,SPM,1759.997
BMU,STP,8274.594
BMU,SUR,3105.333
BMU,SVK,6846.599
BMU,SVN,6724.255
BMU,SWE,6581.55
BMU,SWZ,12062.78
BMU,SYC,13121.28
BMU,SYR,8998.485
BMU,TCA,1359.016
BMU,TCD,8345.087
BMU,TGO,7412.169
BMU,THA,14676.34
BMU,TJK,10797.8
BMU,TKL,12164.66
BMU,TKM,10247.77
BMU,TMP,17183.72
BMU,TON,13122.81
BMU,TTO,2434.927
BMU,TUN,6712.888
BMU,TUR,8012.986
BMU,TUV,12961.03
BMU,TWN,13611.83
BMU,TZA,11748.3
BMU,UGA,10691.03
BMU,UKR,7654.312
BMU,URY,7535.383
BMU,USA,1248.121
BMU,UZB,10585.47
BMU,VCT,2156.663
BMU,VEN,2426.953
BMU,VGB,1541.603
BMU,VNM,14017.09
BMU,VUT,14497.83
BMU,WLF,12802.6
BMU,WSM,13961.98
BMU,YEM,10808.8
BMU,YUG,7211.622
BMU,ZAF,11405.71
BMU,ZAR,9347.064
BMU,ZMB,11210.52
BMU,ZWE,11599.68
BOL,ABW,3240.231
BOL,AFG,15349.95
BOL,AGO,8830.234
BOL,AIA,3904.127
BOL,ALB,11056.12
BOL,AND,9673.922
BOL,ANT,3184.275
BOL,ARE,14022.32
BOL,ARG,2239.669
BOL,ARM,13105
BOL,ATG,3807.266
BOL,AUS,13045.96
BOL,AUT,10983.02
BOL,AZE,13560.18
BOL,BDI,10706.86
BOL,BEL,10261.03
BOL,BEN,8183.743
BOL,BFA,7987.894
BOL,BGD,17654.77
BOL,BGR,11369.6
BOL,BHR,13653.46
BOL,BHS,4733.767
BOL,BIH,11014.66
BOL,BLR,11861.14
BOL,BLZ,4382.062
BOL,BMU,5443.245
BOL,BOL,394.2302
BOL,BRA,2380.92
BOL,BRB,3426.065
BOL,BRN,18701.84
BOL,BTN,17451.82
BOL,BWA,9653.865
BOL,CAF,9813.231
BOL,CAN,6791.604
BOL,CCK,16408.71
BOL,CHE,10302.54
BOL,CHL,1908.614
BOL,CHN,17389.85
BOL,CIV,7462.484
BOL,CMR,9042.204
BOL,COG,9179.979
BOL,COK,9520.636
BOL,COL,2471.658
BOL,COM,11864.56
BOL,CPV,6025.543
BOL,CRI,3428.308
BOL,CUB,4674.092
BOL,CXR,16963.29
BOL,CYM,4238.853
BOL,CYP,12094.34
BOL,CZE,10904.1
BOL,DEU,10457.82
BOL,DJI,12631.02
BOL,DMA,3616.899
BOL,DNK,10961.65
BOL,DOM,3899.494
BOL,DZA,9522.392
BOL,ECU,2136.151
BOL,EGY,11813.47
BOL,ERI,12271.49
BOL,ESH,7669.764
BOL,ESP,9181.015
BOL,EST,11755.9
BOL,ETH,12104.31
BOL,FIN,11778.04
BOL,FJI,11785.07
BOL,FLK,4022.794
BOL,FRA,10038.45
BOL,FRO,10243.04
BOL,FSM,14876.54
BOL,GAB,8705.134
BOL,GBR,10008.5
BOL,GEO,13125.96
BOL,GHA,7863.444
BOL,GIB,8821.938
BOL,GIN,6459.584
BOL,GLP,3685.534
BOL,GMB,6573.519
BOL,GNB,6584.788
BOL,GNQ,8751.14
BOL,GRC,11300.38
BOL,GRD,3257.316
BOL,GRL,9090.068
BOL,GTM,4247.32
BOL,GUF,2954.204
BOL,GUY,2813.949
BOL,HKG,19347.54
BOL,HND,3997.513
BOL,HRV,10882.31
BOL,HTI,3927.636
BOL,HUN,11157.74
BOL,IDN,17453.36
BOL,IND,16246.04
BOL,IRL,9750.777
BOL,IRN,13733.43
BOL,IRQ,13093.28
BOL,ISL,9801.587
BOL,ISR,12179.65
BOL,ITA,10488.25
BOL,JAM,3951.059
BOL,JOR,12286.89
BOL,JPN,16543.56
BOL,KAZ,15596.28
BOL,KEN,11573.9
BOL,KGZ,15449.65
BOL,KHM,19108.25
BOL,KIR,13114.93
BOL,KNA,3807.26
BOL,KOR,17263.13
BOL,KWT,13413.1
BOL,LAO,19042.2
BOL,LBN,12272.51
BOL,LBR,6808.984
BOL,LBY,10216.83
BOL,LCA,3487.087
BOL,LKA,16396.65
BOL,LSO,9654.796
BOL,LTU,11730.07
BOL,LUX,10325.08
BOL,LVA,11685.9
BOL,MAC,19366.59
BOL,MAR,8586.6
BOL,MDA,11875.94
BOL,MDG,11967.6
BOL,MDV,15625.43
BOL,MEX,5242.293
BOL,MHL,13505.01
BOL,MKD,11206.64
BOL,MLI,7372.72
BOL,MLT,10449.94
BOL,MMR,18363.34
BOL,MNG,16509.63
BOL,MNP,16403.78
BOL,MOZ,10249.31
BOL,MRT,6897.057
BOL,MSR,3752.361
BOL,MTQ,3547.863
BOL,MUS,12829.35
BOL,MWI,10813.84
BOL,MYS,18178.57
BOL,NAM,8849.453
BOL,NCL,12684.22
BOL,NER,8415.19
BOL,NFK,12156.02
BOL,NGA,8284.738
BOL,NIC,3756.906
BOL,NIU,10604.79
BOL,NLD,10363.28
BOL,NOR,10998.81
BOL,NPL,17037.84
BOL,NRU,13701.26
BOL,NZL,10744.57
BOL,OMN,14445.99
BOL,PAK,15724.56
BOL,PAL,12140.58
BOL,PAN,3095.337
BOL,PCN,6460.858
BOL,PER,1075.675
BOL,PHL,19032.51
BOL,PLW,17367.99
BOL,PNG,15189.61
BOL,POL,11405.5
BOL,PRI,3895.187
BOL,PRK,17185.63
BOL,PRT,8686.375
BOL,PRY,1461.839
BOL,PYF,8587.52
BOL,QAT,13736.9
BOL,REU,12606.9
BOL,ROM,11627.77
BOL,RUS,12518.5
BOL,RWA,10833.16
BOL,SAU,13252.01
BOL,SDN,11612.75
BOL,SEN,6562.185
BOL,SGP,18127.54
BOL,SHN,6647.543
BOL,SLB,13999.36
BOL,SLE,6652.03
BOL,SLV,4074.956
BOL,SMR,10559.91
BOL,SOM,12588.52
BOL,SPM,7132.744
BOL,STP,8411.826
BOL,SUR,2867.824
BOL,SVK,11038.98
BOL,SVN,10781.57
BOL,SWE,11381.21
BOL,SWZ,10099.08
BOL,SYC,13403.05
BOL,SYR,12342.98
BOL,TCA,4238.04
BOL,TCD,9685.607
BOL,TGO,8053.351
BOL,THA,18778.05
BOL,TJK,15191.14
BOL,TKL,11184.04
BOL,TKM,14321.59
BOL,TMP,16859.37
BOL,TON,11041.44
BOL,TTO,3107.401
BOL,TUN,10117.26
BOL,TUR,11800.52
BOL,TUV,12113.97
BOL,TWN,18645.23
BOL,TZA,11640.53
BOL,UGA,11174.26
BOL,UKR,12033.3
BOL,URY,2372.214
BOL,USA,6400.357
BOL,UZB,15121.53
BOL,VCT,3392.413
BOL,VEN,3017.41
BOL,VGB,3909.293
BOL,VNM,19228.99
BOL,VUT,12766.05
BOL,WLF,11454.47
BOL,WSM,12634.18
BOL,YEM,12835.08
BOL,YUG,11199.75
BOL,ZAF,8698.602
BOL,ZAR,9185.028
BOL,ZMB,10194.24
BOL,ZWE,10394.75
BRA,ABW,4759.608
BRA,AFG,13771.76
BRA,AGO,6559.966
BRA,AIA,4977.742
BRA,ALB,9943.985
BRA,AND,8853.326
BRA,ANT,4649.895
BRA,ARE,12129.45
BRA,ARG,1691.067
BRA,ARM,11769.69
BRA,ATG,4818.193
BRA,AUS,13371.76
BRA,AUT,10146.47
BRA,AZE,12214.38
BRA,BDI,8433.928
BRA,BEL,9665.722
BRA,BEN,6291.807
BRA,BFA,6314.805
BRA,BGD,15665.7
BRA,BGR,10267.08
BRA,BHR,11828.47
BRA,BHS,6343.316
BRA,BIH,10003.96
BRA,BLR,11135.23
BRA,BLZ,6447.859
BRA,BMU,6507.205
BRA,BOL,2380.92
BRA,BRA,1097.356
BRA,BRB,4315.083
BRA,BRN,17173.37
BRA,BTN,15652.48
BRA,BWA,7274.823
BRA,CAF,7721.303
BRA,CAN,8191.353
BRA,CCK,14386.18
BRA,CHE,9534.491
BRA,CHL,2590.783
BRA,CHN,17614.3
BRA,CIV,5630.741
BRA,CMR,6997.694
BRA,COG,6964.051
BRA,COK,11245.72
BRA,COL,4399.134
BRA,COM,9491.185
BRA,CPV,4964.447
BRA,CRI,5523.376
BRA,CUB,6475.084
BRA,CXR,15203.27
BRA,CYM,6079.042
BRA,CYP,10651.9
BRA,CZE,10155.45
BRA,DEU,9847.663
BRA,DJI,10507.34
BRA,DMA,4610.269
BRA,DNK,10431.67
BRA,DOM,5311.118
BRA,DZA,8497.729
BRA,ECU,4309.081
BRA,EGY,10229.25
BRA,ERI,10249.1
BRA,ESH,6690.136
BRA,ESP,8389.78
BRA,EST,11266.82
BRA,ETH,9960.68
BRA,FIN,11316.05
BRA,FJI,13292.46
BRA,FLK,3278.993
BRA,FRA,9408.406
BRA,FRO,10159.41
BRA,FSM,16795.19
BRA,GAB,6608.553
BRA,GBR,9501.71
BRA,GEO,11846.24
BRA,GHA,5985.302
BRA,GIB,7932.598
BRA,GIN,4984.344
BRA,GLP,4696.415
BRA,GMB,5253.954
BRA,GNB,5185.861
BRA,GNQ,6729.316
BRA,GRC,10036.02
BRA,GRD,4289.566
BRA,GRL,9772.524
BRA,GTM,6390.672
BRA,GUF,3227.929
BRA,GUY,3597.721
BRA,HKG,18059.72
BRA,HND,6086.675
BRA,HRV,9966.041
BRA,HTI,5452.449
BRA,HUN,10267.27
BRA,IDN,15644.48
BRA,IND,14441.49
