source,target,dist
CZE,IND,5711.911
CZE,IRL,1465.218
CZE,IRN,3371.025
CZE,IRQ,3078.955
CZE,ISL,2640.109
CZE,ISR,2614.886
CZE,ITA,926.5591
CZE,JAM,8579.473
CZE,JOR,2689.517
CZE,JPN,9082.237
CZE,KAZ,4692.472
CZE,KEN,6104.759
CZE,KGZ,4550.853
CZE,KHM,9064.88
CZE,KIR,13954.77
CZE,KNA,7640.175
CZE,KOR,8262.063
CZE,KWT,3636.297
CZE,LAO,8365.918
CZE,LBN,2493.329
CZE,LBR,5407.654
CZE,LBY,1935.937
CZE,LCA,7787.612
CZE,LKA,7688.102
CZE,LSO,8932.594
CZE,LTU,896.5842
CZE,LUX,596.739
CZE,LVA,993.2449
CZE,MAR,2490.774
CZE,MDA,1113.54
CZE,MDG,8335.67
CZE,MDV,7497.254
CZE,MEX,9935.079
CZE,MKD,1051.492
CZE,MLI,4639.915
CZE,MLT,1580.469
CZE,MMR,8008.151
CZE,MNG,6295.875
CZE,MOZ,8654.025
CZE,MRT,4465.213
CZE,MUS,8892.55
CZE,MWI,7378.479
CZE,MYS,9554.34
CZE,NAM,8092.025
CZE,NER,4221.885
CZE,NGA,4964.818
CZE,NIC,9736.227
CZE,NLD,709.4576
CZE,NOR,1117.156
CZE,NPL,6359.505
CZE,NZL,18419.03
CZE,OMN,4810.765
CZE,PAK,5048.636
CZE,PAN,9532.546
CZE,PER,11151.94
CZE,PHL,9908.748
CZE,PLW,11435.75
CZE,PNG,13772.91
CZE,POL,516.6628
CZE,PRT,2245.294
CZE,PRY,10970.21
CZE,QAT,4208.962
CZE,RUS,1673.0
CZE,RWA,5980.932
CZE,SAU,3968.088
CZE,SEN,4883.616
CZE,SGP,9865.71
CZE,SLE,5291.766
CZE,SLV,9795.607
CZE,STP,5602.103
CZE,SUR,8072.979
CZE,SVK,293.086
CZE,SVN,448.934
CZE,SWE,1053.71
CZE,SWZ,8665.57
CZE,SYC,7250.67
CZE,TCD,4222.249
CZE,TGO,5040.073
CZE,THA,8570.566
CZE,TJK,4407.229
CZE,TKM,3704.668
CZE,TON,16701.55
CZE,TTO,8109.914
CZE,TUN,1514.704
CZE,TUR,1511.031
CZE,TZA,6778.192
CZE,UGA,5801.1
CZE,UKR,1141.565
CZE,URY,11723.31
CZE,USA,6573.925
CZE,UZB,4270.401
CZE,VCT,7873.772
CZE,VNM,8338.598
CZE,WSM,15500.17
CZE,YEM,4700.972
CZE,ZAF,9361.293
CZE,ZMB,7422.563
CZE,ZWE,7735.446
DEU,AFG,5226.514
DEU,AGO,6738.352
DEU,ALB,1493.096
DEU,ARE,5004.562
DEU,ARG,11512.14
DEU,ARM,3126.056
DEU,ATG,7071.959
DEU,AUS,16562.72
DEU,AUT,763.7314
DEU,AZE,3485.098
DEU,BDI,6459.994
DEU,BEL,196.8761
DEU,BEN,5032.831
DEU,BFA,4425.02
DEU,BGD,7530.185
DEU,BGR,1571.797
DEU,BHR,4610.664
DEU,BHS,7479.404
DEU,BIH,1202.42
DEU,BLR,1405.056
DEU,BOL,10457.82
DEU,BRA,9847.663
DEU,BRN,10811.99
DEU,BTN,7174.233
DEU,BWA,8683.136
DEU,CAF,5350.604
DEU,CAN,6160.559
DEU,CHE,503.8007
DEU,CHL,12098.41
DEU,CHN,7785.342
DEU,CIV,5236.513
DEU,CMR,5316.503
DEU,COG,6248.905
DEU,COL,9062.736
DEU,COM,7847.916
DEU,CRI,9221.746
DEU,CYP,2776.08
DEU,CZE,545.6255
DEU,DEU,224.8358
DEU,DMA,7196.926
DEU,DNK,595.8536
DEU,DOM,7507.384
DEU,DZA,1658.841
DEU,ECU,9724.277
DEU,EGY,3111.573
DEU,ESP,1479.332
DEU,EST,1421.076
DEU,ETH,5541.322
DEU,FIN,1474.956
DEU,FJI,16247.89
DEU,FRA,439.8984
DEU,GAB,5690.174
DEU,GBR,495.3633
DEU,GEO,3049.704
DEU,GHA,5154.183
DEU,GIN,5106.668
DEU,GMB,4730.976
DEU,GNB,4858.305
DEU,GNQ,5313.557
DEU,GRC,1990.582
DEU,GRD,7499.045
DEU,GTM,9256.591
DEU,GUY,7722.085
DEU,HND,9083.054
DEU,HRV,912.2662
DEU,HTI,7679.781
DEU,HUN,976.2567
DEU,IDN,11227.22
DEU,IND,6229.637
DEU,IRL,920.8693
DEU,IRN,3914.946
DEU,IRQ,3621.25
DEU,ISL,2189.024
DEU,ISR,3122.905
DEU,ITA,1146.023
DEU,JAM,8037.315
DEU,JOR,3202.998
DEU,JPN,9298.341
DEU,KAZ,5148.398
DEU,KEN,6509.792
DEU,KGZ,5016.011
DEU,KHM,9552.044
DEU,KIR,14008.35
DEU,KNA,7120.265
DEU,KOR,8543.784
DEU,KWT,4177.56
DEU,LAO,8842.204
DEU,LBN,3013.148
DEU,LBR,5283.326
DEU,LBY,2143.809
DEU,LCA,7279.451
DEU,LKA,8232.307
DEU,LSO,9212.81
DEU,LTU,1272.883
DEU,LUX,215.9864
DEU,LVA,1265.433
DEU,MAR,2237.169
DEU,MDA,1656.772
DEU,MDG,8764.171
DEU,MDV,8042.136
DEU,MEX,9399.781
DEU,MKD,1521.612
DEU,MLI,4524.183
DEU,MLT,1833.687
DEU,MMR,8508.293
DEU,MNG,6613.546
DEU,MOZ,8975.49
DEU,MRT,4221.304
DEU,MUS,9364.408
DEU,MWI,7732.286
DEU,MYS,10070.46
DEU,NAM,8299.138
DEU,NER,4244.892
DEU,NGA,5020.854
DEU,NIC,9191.415
DEU,NLD,173.5239
DEU,NOR,969.2816
DEU,NPL,6859.421
DEU,NZL,18824.75
DEU,OMN,5356.058
DEU,PAK,5560.783
DEU,PAN,8995.78
DEU,PER,10659.87
DEU,PHL,10320.74
DEU,PLW,11802.05
DEU,PNG,14126.12
DEU,POL,965.9211
DEU,PRT,1892.032
DEU,PRY,10607.28
DEU,QAT,4749.67
DEU,RUS,2065.183
DEU,RWA,6330.884
DEU,SAU,4498.257
DEU,SEN,4643.462
DEU,SGP,10380.27
DEU,SLE,5129.104
DEU,SLV,9249.982
DEU,STP,5706.03
DEU,SUR,7608.084
DEU,SVK,817.4212
DEU,SVN,814.8665
DEU,SWE,1118.929
DEU,SWZ,8976.361
DEU,SYC,7747.706
DEU,TCD,4433.432
DEU,TGO,5068.667
DEU,THA,9065.879
DEU,TJK,4910.893
DEU,TKM,4234.307
DEU,TON,16654.11
DEU,TTO,7608.62
DEU,TUN,1648.635
DEU,TUR,2038.332
DEU,TZA,7186.556
DEU,UGA,6177.539
DEU,UKR,1646.271
DEU,URY,11412.01
DEU,USA,6035.334
DEU,UZB,4760.258
DEU,VCT,7366.903
DEU,VNM,8793.074
DEU,WSM,15624.47
DEU,YEM,5197.778
DEU,ZAF,9571.156
DEU,ZMB,7730.947
DEU,ZWE,8061.094
DMA,AFG,12416.77
DMA,AGO,8654.339
DMA,ALB,8173.444
DMA,ARE,11779.04
DMA,ARG,5569.61
DMA,ARM,10217.3
DMA,ATG,209.6386
DMA,AUS,16171.07
DMA,AUT,7851.18
DMA,AZE,10627.85
DMA,BDI,10190.78
DMA,BEL,7004.96
DMA,BEN,7032.443
DMA,BFA,6443.15
DMA,BGD,14715.71
DMA,BGR,8441.433
DMA,BHR,11352.69
DMA,BHS,1987.451
DMA,BIH,8035.064
DMA,BLR,8575.217
DMA,BOL,3616.899
DMA,BRA,4610.269
DMA,BRN,17746.23
DMA,BTN,14339.05
DMA,BWA,10458.63
DMA,CAF,8816.26
DMA,CAN,3587.137
DMA,CHE,7177.056
DMA,CHL,5520.146
DMA,CHN,13884.11
DMA,CIV,6361.362
DMA,CMR,8069.254
DMA,COG,8712.212
DMA,COL,1910.986
DMA,COM,11908.33
DMA,CRI,2531.755
DMA,CYP,9462.471
DMA,CZE,7709.214
DMA,DEU,7196.926
DMA,DMA,10.30751
DMA,DNK,7612.663
DMA,DOM,962.6308
DMA,DZA,6736.936
DMA,ECU,2555.837
DMA,EGY,9418.036
DMA,ESP,6196.857
DMA,EST,8337.925
DMA,ETH,10831.88
DMA,FIN,8345.406
DMA,FJI,13679.01
DMA,FRA,6826.396
DMA,GAB,7946.697
DMA,GBR,6710.115
DMA,GEO,10178.13
DMA,GHA,6758.66
DMA,GIN,4996.667
DMA,GMB,4818.786
DMA,GNB,4953.882
DMA,GNQ,7780.53
DMA,GRC,8555.577
DMA,GRD,361.8517
DMA,GTM,3131.07
DMA,GUY,1012.548
DMA,HND,2784.7
DMA,HRV,7828.787
DMA,HTI,1220.426
DMA,HUN,8054.863
DMA,IDN,18384.38
DMA,IND,13420.6
DMA,IRL,6372.168
DMA,IRN,10977.24
DMA,IRQ,10493.41
DMA,ISL,6208.246
DMA,ISR,9681.32
DMA,ITA,7562.121
DMA,JAM,1670.052
DMA,JOR,9791.1
DMA,JPN,13939.63
DMA,KAZ,12256.52
DMA,KEN,10936.65
DMA,KGZ,12151.42
DMA,KHM,16682.4
DMA,KIR,13754.59
DMA,KNA,262.7054
DMA,KOR,14092.05
DMA,KWT,10975.87
DMA,LAO,15935.59
DMA,LBN,9691.182
DMA,LBR,5609.756
DMA,LBY,7671.797
DMA,LCA,149.1863
DMA,LKA,15096.9
DMA,LSO,10736.29
DMA,LTU,8422.642
DMA,LUX,7112.669
DMA,LVA,8322.449
DMA,MAR,5821.296
DMA,MDA,8794.663
DMA,MDG,12507.66
DMA,MDV,14607.52
DMA,MEX,4031.988
DMA,MKD,8301.409
DMA,MLI,5760.834
DMA,MLT,7771.718
DMA,MMR,15694.64
DMA,MNG,12903.3
DMA,MOZ,11142.07
DMA,MRT,4839.636
DMA,MUS,13566.45
DMA,MWI,10967.58
DMA,MYS,17262.1
DMA,NAM,9528.174
DMA,NER,6819.388
DMA,NGA,7133.053
DMA,NIC,2716.13
DMA,NLD,7069.602
DMA,NOR,7554.176
DMA,NPL,14050.11
DMA,NZL,13874.56
DMA,OMN,12204.79
DMA,PAK,12756.85
DMA,PAN,2092.818
DMA,PER,3504.251
DMA,PHL,16694.13
DMA,PLW,16966.6
DMA,PNG,16872.25
DMA,POL,8161.218
DMA,PRT,5705.516
DMA,PRY,4531.15
DMA,QAT,11478.18
DMA,RUS,9170.044
DMA,RWA,10229.29
DMA,SAU,11061.23
DMA,SEN,4716.255
DMA,SGP,17574.61
DMA,SLE,5282.386
DMA,SLV,2997.511
DMA,STP,7663.795
DMA,SUR,1246.561
DMA,SVK,7910.677
DMA,SVN,7714.561
DMA,SWE,7960.579
DMA,SWZ,11009.43
DMA,SYC,13033.1
DMA,TCD,8221.393
DMA,TGO,6913.456
DMA,THA,16236.58
DMA,TJK,12107.05
DMA,TKM,11400.98
DMA,TON,13057.55
DMA,TTO,519.5974
DMA,TUN,7379.644
DMA,TUR,8934.026
DMA,TZA,11359.65
DMA,UGA,10432.92
DMA,UKR,8842.24
DMA,URY,5616.211
DMA,USA,3084.049
DMA,UZB,11945.08
DMA,VCT,234.2877
DMA,VNM,15758.54
DMA,WSM,14321.64
DMA,YEM,11172.78
DMA,ZAF,10056.92
DMA,ZMB,10429.74
DMA,ZWE,10782.7
DNK,AFG,4857.692
DNK,AGO,7179.064
DNK,ALB,1679.912
DNK,ARE,4849.585
DNK,ARG,12089.47
DNK,ARM,2897.109
DNK,ATG,7475.542
DNK,AUS,16054.1
DNK,AUT,868.5304
DNK,AZE,3200.641
DNK,BDI,6746.239
DNK,BEL,767.1575
DNK,BEN,5555.601
DNK,BFA,4978.512
DNK,BGD,7103.063
DNK,BGR,1639.385
DNK,BHR,4481.19
DNK,BHS,7731.145
DNK,BIH,1377.807
DNK,BLR,977.0479
DNK,BOL,10961.65
DNK,BRA,10431.67
DNK,BRN,10332.66
DNK,BTN,6730.764
DNK,BWA,9039.496
DNK,CAF,5733.211
DNK,CAN,6257.225
DNK,CHE,1033.508
DNK,CHL,12644.59
DNK,CHN,7208.356
DNK,CIV,5795.408
DNK,CMR,5767.944
DNK,COG,6671.254
DNK,COL,9443.786
DNK,COM,8020.091
DNK,CRI,9513.696
DNK,CYP,2777.919
DNK,CZE,631.8411
DNK,DEU,595.8536
DNK,DMA,7612.663
DNK,DNK,78.08043
DNK,DOM,7851.591
DNK,DZA,2217.219
DNK,ECU,10106.38
DNK,EGY,3209.131
DNK,ESP,2074.977
DNK,EST,836.2802
DNK,ETH,5675.312
DNK,FIN,884.6371
DNK,FJI,15688.65
DNK,FRA,1027.609
DNK,GAB,6159.669
DNK,GBR,959.5936
DNK,GEO,2792.791
DNK,GHA,5693.608
DNK,GIN,5701.095
DNK,GMB,5326.76
DNK,GNB,5453.369
DNK,GNQ,5788.214
DNK,GRC,2135.535
DNK,GRD,7928.172
DNK,GTM,9474.678
DNK,GUY,8194.224
DNK,HND,9329.007
DNK,HRV,1123.37
DNK,HTI,8006.404
DNK,HUN,1011.98
DNK,IDN,10841.68
DNK,IND,5852.457
DNK,IRL,1240.498
DNK,IRN,3676.836
DNK,IRQ,3488.823
DNK,ISL,2111.384
DNK,ISR,3141.281
DNK,ITA,1534.086
DNK,JAM,8336.377
DNK,JOR,3204.823
DNK,JPN,8702.536
DNK,KAZ,4670.963
DNK,KEN,6710.183
DNK,KGZ,4550.91
DNK,KHM,9099.859
DNK,KIR,13443.02
DNK,KNA,7517.461
DNK,KOR,7955.016
DNK,KWT,4047.51
DNK,LAO,8376.064
DNK,LBN,2997.819
DNK,LBR,5867.398
DNK,LBY,2552.798
DNK,LCA,7703.92
DNK,LKA,7968.923
DNK,LSO,9564.355
DNK,LTU,815.5106
DNK,LUX,802.2173
DNK,LVA,724.3204
DNK,MAR,2832.958
DNK,MDA,1479.282
DNK,MDG,8923.647
DNK,MDV,7847.228
DNK,MEX,9522.823
DNK,MKD,1651.324
DNK,MLI,5105.362
DNK,MLT,2204.997
DNK,MMR,8081.989
DNK,MNG,6036.328
DNK,MOZ,9282.415
DNK,MRT,4817.089
DNK,MUS,9440.806
DNK,MWI,8001.113
DNK,MYS,9673.563
DNK,NAM,8717.841
DNK,NER,4776.041
DNK,NGA,5537.161
DNK,NIC,9455.436
DNK,NLD,622.9741
DNK,NOR,485.3148
DNK,NPL,6439.131
DNK,NZL,18247.02
DNK,OMN,5165.602
DNK,PAK,5173.553
DNK,PAN,9325.499
DNK,PER,11103.5
DNK,PHL,9785.596
DNK,PLW,11237.28
DNK,PNG,13552.21
DNK,POL,668.9079
DNK,PRT,2478.47
DNK,PRY,11170.23
DNK,QAT,4618.833
DNK,RUS,1566.362
DNK,RWA,6605.647
DNK,SAU,4427.939
DNK,SEN,5239.261
DNK,SGP,9978.475
DNK,SLE,5719.944
DNK,SLV,9483.805
DNK,STP,6196.234
DNK,SUR,8099.013
DNK,SVK,891.5908
DNK,SVN,1076.812
DNK,SWE,523.7871
DNK,SWZ,9295.354
DNK,SYC,7769.246
DNK,TCD,4845.993
DNK,TGO,5598.867
DNK,THA,8628.834
DNK,TJK,4509.423
DNK,TKM,3909.499
DNK,TON,16137.51
DNK,TTO,8045.578
DNK,TUN,2103.728
DNK,TUR,2018.479
DNK,TZA,7380.81
DNK,UGA,6418.677
DNK,UKR,1328.55
DNK,URY,11993.66
DNK,USA,6191.893
DNK,UZB,4333.93
DNK,VCT,7793.744
DNK,VNM,8299.982
DNK,WSM,15041.48
DNK,YEM,5229.554
DNK,ZAF,9988.126
DNK,ZMB,8052.978
DNK,ZWE,8363.609
DOM,AFG,12709.28
DOM,AGO,9602.552
DOM,ALB,8638.148
DOM,ARE,12322.73
DOM,ARG,6036.692
DOM,ARM,10612.22
DOM,ATG,855.9273
DOM,AUS,15636.41
DOM,AUT,8213.607
DOM,AZE,10990.73
DOM,BDI,11095.69
DOM,BEL,7324.625
DOM,BEN,7927.038
DOM,BFA,7301.427
DOM,BGD,14865.98
DOM,BGR,8878.724
DOM,BHR,11897.88
DOM,BHS,1069.846
DOM,BIH,8463.724
DOM,BLR,8828.438
DOM,BOL,3899.494
DOM,BRA,5311.118
DOM,BRN,17374.19
DOM,BTN,14455.34
DOM,BWA,11420.83
DOM,CAF,9693.778
DOM,CAN,2939.963
DOM,CHE,7564.875
DOM,CHL,5788.318
DOM,CHN,13500.16
DOM,CIV,7274.133
DOM,CMR,8963.604
DOM,COG,9642.195
DOM,COL,1646.805
DOM,COM,12835.88
DOM,CRI,1807.43
DOM,CYP,9975.51
DOM,CZE,8042.32
DOM,DEU,7507.384
DOM,DMA,962.6308
DOM,DNK,7851.591
DOM,DOM,83.03283
DOM,DZA,7288.784
DOM,ECU,2292.566
DOM,EGY,10005.47
DOM,ESP,6688.105
DOM,EST,8504.006
DOM,ETH,11622.06
DOM,FIN,8499.057
DOM,FJI,12875.77
DOM,FRA,7178.52
DOM,GAB,8863.967
DOM,GBR,7012.195
DOM,GEO,10550.18
DOM,GHA,7663.525
DOM,GIN,5902.809
DOM,GMB,5693.621
DOM,GNB,5841.303
DOM,GNQ,8680.341
DOM,GRC,9059.889
DOM,GRD,1121.878
DOM,GTM,2251.793
DOM,GUY,1813.952
DOM,HND,1926.793
DOM,HRV,8230.582
DOM,HTI,269.1628
DOM,HUN,8425.433
DOM,IDN,18606.99
DOM,IND,13701.71
DOM,IRL,6626.995
DOM,IRN,11394.13
DOM,IRQ,10981.2
DOM,ISL,6201.79
DOM,ISR,10229.45
DOM,ITA,8029.474
DOM,JAM,744.061
DOM,JOR,10336.27
DOM,JPN,13248.36
DOM,KAZ,12366.23
DOM,KEN,11814.91
DOM,KGZ,12288.56
DOM,KHM,16635.41
DOM,KIR,12807.21
DOM,KNA,760.5662
DOM,KOR,13557.66
DOM,KWT,11496.36
DOM,LAO,15889.42
DOM,LBN,10212.97
DOM,LBR,6528.108
DOM,LBY,8272.34
DOM,LCA,1064.136
DOM,LKA,15663.35
DOM,LSO,11693.9
DOM,LTU,8666.563
DOM,LUX,7455.008
DOM,LVA,8530.836
DOM,MAR,6415.661
DOM,MDA,9152.349
DOM,MDG,13459.14
DOM,MDV,15280.16
DOM,MEX,3090.919
DOM,MKD,8752.754
DOM,MLI,6627.745
DOM,MLT,8325.558
DOM,MMR,15816.24
DOM,MNG,12636.03
DOM,MOZ,12104.38
DOM,MRT,5663.709
DOM,MUS,14517.67
DOM,MWI,11913.08
DOM,MYS,17451.47
DOM,NAM,10490.25
DOM,NER,7660.261
DOM,NGA,8025.6
DOM,NIC,1909.417
DOM,NLD,7363.132
DOM,NOR,7717.999
DOM,NPL,14233.62
DOM,NZL,13452.83
DOM,OMN,12730.46
DOM,PAK,13020.25
DOM,PAN,1493.425
DOM,PER,3497.93
DOM,PHL,16164.07
DOM,PLW,16114.07
DOM,PNG,15933.77
DOM,POL,8451.966
DOM,PRT,6217.899
DOM,PRY,5043.098
DOM,QAT,12030.0
DOM,RUS,9365.754
DOM,RWA,11124.7
DOM,SAU,11647.46
DOM,SEN,5581.046
DOM,SGP,17724.34
DOM,SLE,6191.332
DOM,SLV,2140.087
DOM,STP,8586.153
DOM,SUR,2114.361
DOM,SVK,8273.02
DOM,SVN,8113.675
DOM,SWE,8134.422
DOM,SWZ,11971.39
DOM,SYC,13893.63
DOM,TCD,9047.536
DOM,TGO,7811.648
DOM,THA,16291.28
DOM,TJK,12350.71
DOM,TKM,11740.28
DOM,TON,12297.83
DOM,TTO,1248.196
DOM,TUN,7926.133
DOM,TUR,9380.119
DOM,TZA,12267.76
DOM,UGA,11309.12
DOM,UKR,9142.623
DOM,URY,6117.109
DOM,USA,2508.955
DOM,UZB,12152.6
DOM,VCT,1088.63
DOM,VNM,15610.19
DOM,WSM,13464.36
DOM,YEM,11878.88
DOM,ZAF,10997.1
DOM,ZMB,11383.16
DOM,ZWE,11739.5
DZA,AFG,5866.736
DZA,AGO,5194.244
DZA,ALB,1533.738
DZA,ARE,5048.766
DZA,ARG,10188.35
DZA,ARM,3600.677
DZA,ATG,6664.19
DZA,AUS,17139.16
DZA,AUT,1670.577
DZA,AZE,4049.274
DZA,BDI,5239.888
DZA,BEL,1561.883
DZA,BEN,3387.561
DZA,BFA,2766.421
DZA,BGD,8242.789
DZA,BGR,1848.793
DZA,BHR,4622.148
DZA,BHS,7559.671
DZA,BIH,1521.609
DZA,BLR,2668.628
DZA,BOL,9522.392
DZA,BRA,8497.729
DZA,BRN,11606.76
DZA,BTN,7957.523
DZA,BWA,7263.32
DZA,CAF,3947.999
DZA,CAN,6747.007
DZA,CHE,1183.855
DZA,CHL,10933.15
DZA,CHN,9117.676
DZA,CIV,3579.926
DZA,CMR,3772.921
DZA,COG,4743.947
DZA,COL,8645.645
DZA,COM,6846.9
DZA,CRI,9093.718
DZA,CYP,2728.05
DZA,CZE,1737.169
DZA,DEU,1658.841
DZA,DMA,6736.936
DZA,DNK,2217.219
DZA,DOM,7288.784
DZA,DZA,580.4717
DZA,ECU,9276.416
DZA,EGY,2718.831
DZA,ESP,706.8757
DZA,EST,2958.037
DZA,ETH,4750.649
DZA,FIN,3027.239
DZA,FJI,17904.71
DZA,FRA,1340.39
DZA,GAB,4110.369
DZA,GBR,1651.441
DZA,GEO,3607.722
DZA,GHA,3497.512
DZA,GIN,3577.289
DZA,GMB,3253.409
DZA,GNB,3346.646
DZA,GNQ,3729.642
DZA,GRC,1833.582
DZA,GRD,6973.046
DZA,GTM,9352.853
DZA,GUY,7012.195
DZA,HND,9103.726
DZA,HRV,1469.938
DZA,HTI,7511.606
DZA,HUN,1771.935
DZA,IDN,11649.36
DZA,IND,6837.094
DZA,IRL,1971.189
DZA,IRN,4301.69
DZA,IRQ,3764.323
DZA,ISL,3466.27
DZA,ISR,2948.794
DZA,ITA,991.1346
DZA,JAM,7941.478
DZA,JOR,3057.617
DZA,JPN,10810.22
DZA,KAZ,6134.196
DZA,KEN,5494.155
DZA,KGZ,5967.73
DZA,KHM,10281.84
DZA,KIR,15660.22
DZA,KNA,6733.766
DZA,KOR,9954.01
DZA,KWT,4239.049
DZA,LAO,9648.822
DZA,LBN,2954.492
DZA,LBR,3671.629
DZA,LBY,1030.455
DZA,LCA,6781.884
DZA,LKA,8387.595
DZA,LSO,7793.849
DZA,LTU,2613.198
DZA,LUX,1443.363
DZA,LVA,2730.414
DZA,MAR,945.4926
DZA,MDA,2404.552
DZA,MDG,7761.553
DZA,MDV,8003.847
DZA,MEX,9760.504
DZA,MKD,1684.605
DZA,MLI,2904.52
DZA,MLT,1038.21
DZA,MMR,9180.587
DZA,MNG,7965.293
DZA,MOZ,7645.975
DZA,MRT,2786.953
DZA,MUS,8539.495
DZA,MWI,6512.002
DZA,MYS,10579.58
DZA,NAM,6774.92
DZA,NER,2594.876
DZA,NGA,3381.973
DZA,NIC,9151.95
DZA,NLD,1733.388
DZA,NOR,2628.122
DZA,NPL,7576.549
DZA,NZL,18953.23
DZA,OMN,5469.943
DZA,PAK,6236.475
DZA,PAN,8755.885
DZA,PER,9955.96
DZA,PHL,11378.64
DZA,PLW,12988.61
DZA,PNG,15315.48
DZA,POL,2219.584
DZA,PRT,1087.167
DZA,PRY,9385.13
DZA,QAT,4750.869
DZA,RUS,3340.904
DZA,RWA,5142.47
DZA,SAU,4358.675
DZA,SEN,3195.369
DZA,SGP,10894.61
DZA,SLE,3556.756
DZA,SLV,9299.662
DZA,STP,4095.216
DZA,SUR,6821.068
DZA,SVK,1709.914
DZA,SVN,1403.011
DZA,SWE,2729.073
DZA,SWZ,7622.998
DZA,SYC,7128.675
DZA,TCD,2995.308
DZA,TGO,3417.298
DZA,THA,9756.441
DZA,TJK,5670.039
DZA,TKM,4824.484
DZA,TON,18279.96
DZA,TTO,7047.017
DZA,TUN,642.7219
DZA,TUR,2285.821
DZA,TZA,6157.438
DZA,UGA,5076.526
DZA,UKR,2657.681
DZA,URY,10060.01
DZA,USA,6471.879
DZA,UZB,5604.569
DZA,VCT,6855.964
DZA,VNM,9706.721
DZA,WSM,17236.84
DZA,YEM,4709.2
DZA,ZAF,8037.998
DZA,ZMB,6396.462
DZA,ZWE,6759.865
ECU,AFG,14950.6
ECU,AGO,10205.4
ECU,ALB,10728.15
ECU,ARE,14293.43
ECU,ARG,4360.514
ECU,ARM,12772.0
ECU,ATG,2659.824
ECU,AUS,13617.09
ECU,AUT,10396.99
ECU,AZE,13178.53
ECU,BDI,11994.75
ECU,BEL,9535.309
ECU,BEN,9026.347
ECU,BFA,8591.596
ECU,BGD,17158.54
ECU,BGR,10997.27
ECU,BHR,13869.69
ECU,BHS,2820.523
ECU,BIH,10590.68
ECU,BLR,11079.69
ECU,BOL,2136.151
ECU,BRA,4309.081
ECU,BRN,18448.21
ECU,BTN,16746.39
ECU,BWA,11460.18
ECU,CAF,10808.67
ECU,CAN,4884.964
ECU,CHE,9727.094
ECU,CHL,3792.058
ECU,CHN,15364.41
ECU,CIV,8300.062
ECU,CMR,10020.52
ECU,COG,10429.38
ECU,COL,662.6532
ECU,COM,13465.11
ECU,CRI,1293.471
ECU,CYP,12004.46
ECU,CZE,10246.23
ECU,DEU,9724.277
ECU,DMA,2555.837
ECU,DNK,10106.38
ECU,DOM,2292.566
ECU,DZA,9276.416
ECU,ECU,197.4989
ECU,EGY,11923.44
ECU,ESP,8751.16
ECU,EST,10784.78
ECU,ETH,13022.7
ECU,FIN,10782.62
ECU,FJI,11391.3
ECU,FRA,9367.098
ECU,GAB,9785.234
ECU,GBR,9232.525
ECU,GEO,12729.82
ECU,GHA,8717.954
ECU,GIN,7037.625
ECU,GMB,6984.139
ECU,GNB,7070.844
ECU,GNQ,9718.767
ECU,GRC,11102.94
ECU,GRD,2303.375
ECU,GTM,2118.501
ECU,GUY,2388.577
ECU,HND,1861.454
ECU,HRV,10381.98
ECU,HTI,2196.625
ECU,HUN,10602.96
ECU,IDN,19116.09
ECU,IND,15952.83
ECU,IRL,8870.662
ECU,IRN,13533.05
ECU,IRQ,13039.68
ECU,ISL,8492.541
ECU,ISR,12207.82
ECU,ITA,10117.13
ECU,JAM,2034.176
ECU,JOR,12318.43
ECU,JPN,14448.87
ECU,KAZ,14658.79
ECU,KEN,12835.08
ECU,KGZ,14580.09
ECU,KHM,18715.38
ECU,KIR,12059.29
ECU,KNA,2606.413
ECU,KOR,15129.37
ECU,KWT,13508.27
ECU,LAO,18054.4
ECU,LBN,12229.17
ECU,LBR,7557.706
ECU,LBY,10182.33
ECU,LCA,2498.195
ECU,LKA,17519.65
ECU,LSO,11549.98
ECU,LTU,10921.54
ECU,LUX,9651.144
ECU,LVA,10799.31
ECU,MAR,8348.79
ECU,MDA,11341.13
ECU,MDG,13768.01
ECU,MDV,16886.14
ECU,MEX,3141.729
ECU,MKD,10856.93
ECU,MLI,7909.313
ECU,MLT,10305.6
ECU,MMR,18101.23
ECU,MNG,14703.29
ECU,MOZ,12105.04
ECU,MRT,7132.792
ECU,MUS,14731.94
ECU,MWI,12416.8
ECU,MYS,19710.32
ECU,NAM,10582.33
ECU,NER,9004.378
ECU,NGA,9131.473
ECU,NIC,1620.769
ECU,NLD,9589.459
ECU,NOR,9997.558
ECU,NPL,16522.51
ECU,NZL,11321.0
ECU,OMN,14726.31
ECU,PAK,15278.35
ECU,PAN,1028.092
ECU,PER,1330.425
ECU,PHL,17359.48
ECU,PLW,16289.13
ECU,PNG,14865.75
ECU,POL,10683.03
ECU,PRT,8258.042
ECU,PRY,3573.554
ECU,QAT,13990.05
ECU,RUS,11640.42
ECU,RWA,12081.22
ECU,SAU,13552.53
ECU,SEN,6916.136
ECU,SGP,19747.4
ECU,SLE,7295.107
ECU,SLV,1943.287
ECU,STP,9484.645
ECU,SUR,2672.819
ECU,SVK,10456.59
ECU,SVN,10267.25
ECU,SWE,10412.41
ECU,SWZ,11955.42
ECU,SYC,14887.35
ECU,TCD,10401.38
ECU,TGO,8896.688
ECU,THA,18527.28
ECU,TJK,14615.75
ECU,TKM,13947.77
ECU,TON,10706.22
ECU,TTO,2235.01
