country_iso3,inflation_rate
ABW,4.31629742195207
AFG,11.8041858089129
AGO,13.4824679218512
ALB,3.42912324722164
AND,1.35
ARE,0.877346595685083
ARG,9.8
ARM,7.6500080785929
ASM,2.9
ATG,3.45674967234602
AUS,3.30385015608744
AUT,3.28657914875376
AZE,7.85833333333332
BDI,9.59216605979671
BEL,3.53208210722744
BEN,2.70423907747279
BFA,2.7597672485453
BGD,11.3951651552399
BGR,4.21990346601875
BHR,-0.400040697488052
BHS,3.19878141660321
BIH,3.67124999999999
BLR,53.2286983118173
BLZ,1.7
BMU,2.7
BOL,9.88446419823887
BRA,6.63644962213085
BRB,9.43220240177216
BRN,0.137911563169595
BTN,8.84898569946799
BWA,8.45987233408587
CAF,1.19447572449849
CAN,2.91213508872355
CHE,0.231349207650894
CHL,3.34121694259299
CHN,5.55389892257492
CIV,4.91243395052462
CMR,2.93969946305094
COG,1.75958704273802
COL,3.41758959146978
COM,1.84266300756184
CPV,4.47388342165027
CRI,4.87814554580439
CUB,4.7
CUW,2.33253152562139
CYM,1.32543575779667
CYP,3.28944939564212
CZE,1.91721913635547
DEU,2.07517452479837
DJI,5.06871394777984
DMA,1.13123136526474
DNK,2.75868226051246
DOM,5.79671466946105
DZA,4.52421150505276
ECU,4.47453265795836
EGY,10.0649259874818
ERI,5.9
ESP,3.19614641224106
EST,4.9819013145361
ETH,32.0147888188887
FIN,3.42
FJI,7.28
FRA,2.11159795174997
FRO,2.3
FSM,5.08259403890365
GAB,1.2633170783742
GBR,3.85611244682819
GEO,8.54293333333334
GHA,8.72683683123394
GIB,2.6
GIN,21.3504664236733
GMB,4.79588266183113
GNB,5.04610226320203
GNQ,4.80538922155687
GRC,3.3298640617472
GRD,3.03347280334727
GRL,2.8
GTM,6.21412393067094
GUM,4
GUY,4.97773563706971
HKG,5.27656106753591
HND,6.76227957314765
HRV,2.27272727272727
HTI,6.33279483849046
HUN,3.92992098935075
IDN,5.36
IND,8.85836096636667
IRL,2.5571888318692
IRN,26.2933856738609
IRQ,5.80145537085299
ISL,4.00102664343116
ISR,3.47857270934193
ITA,2.78063272879324
JAM,7.55585646580907
JOR,4.16244162927781
JPN,-0.267633600966946
KAZ,8.42488761919795
KEN,14.0224939638475
KGZ,16.6363262731496
KHM,5.47858730411899
KIR,1.49740979875968
KNA,5.83516519570853
KOR,4.02584624959385
KWT,4.8394034987095
LAO,7.56898856109973
LBN,4.97148571692381
LBR,8.48816751849397
LBY,15.5184815317562
LCA,2.76940794144096
LKA,6.7167684358854
LSO,5.03663052101557
LTU,4.13027562645087
LUX,3.4106834106834
LVA,4.37073559939221
MAC,5.8044680014079
MAR,0.906924909691796
MDA,7.68725103356185
MDG,9.48254048582997
MDV,11.2734146055937
MEX,3.40737824605736
MHL,5.4
MKD,3.90475422069738
MLI,2.95564395229391
MLT,2.96298528192878
MMR,5.02146014620726
MNG,8.41121495327101
MNP,0.2
MOZ,11.1666056127874
MRT,5.68631959575963
MUS,6.52249254869339
MWI,7.62282262848515
MYS,3.17447092151309
NAM,5.00559518081198
NCL,2.42899693753409
NER,2.94238514013317
NGA,10.8400275418866
NIC,8.0823879809911
NLD,2.3410701775137
NOR,1.28495158809159
NPL,9.22707546125953
NRU,0.300300300300307
NZL,4.02790667392038
OMN,4.04218867116396
PAK,11.9160927116277
PAN,5.87580243678762
PER,3.36931095333853
PHL,4.71841704718416
PLW,4.67469879518072
PNG,4.44083401028976
POL,4.23940149625935
PRK,4.026
PRT,3.65301100430729
PRY,8.25396825396825
PSE,2.8772435849594
PYF,1
QAT,1.13836623529203
RUS,8.44046485932559
RWA,3.10
SAU,5.82621608838853
SDN,18.0966171221351
SEN,3.40322829786967
SGP,5.2477933984048
SLB,7.34270706018
SLE,6.78819444444446
SLV,5.12892376681616
SMR,2.89979584300121
STP,14.3271667616801
SUR,17.7117796414557
SVK,3.91928599146294
SVN,1.80285171941907
SWE,2.96115073822139
SWZ,6.10742714590245
SXM,4.58475435650402
SYC,2.5592677223095
SYR,4.75316388885632
TCA,5.2
TCD,2.02924053678257
TGO,3.56351472903955
THA,3.80879058139634
TJK,12.4315490430408
TKM,5.3
TON,6.27075302995689
TTO,5.10713289264559
TUN,3.24002842009523
TUR,6.47187967115097
TUV,0.500580743152696
TZA,12.6909694699163
UGA,15.1251539449716
UKR,7.95572466274646
URY,8.09283206302989
USA,3.15684156862206
UZB,12.4
VCT,3.18603111552464
VEN,26.0902123160955
VGB,4.1
VNM,18.6777322770706
VUT,0.873793104781058
WSM,5.23541591478427
YEM,19.5435617131149
ZAF,5.01715773281268
ZMB,6.42939681072336
ZWE,3.46612972817
